CodigoCombustible,NombreEstacion,Dirección,Ciudad,Estado,AccesoPublico,Latitud,Longitud,IDEstacion
ELEC,ROSENBLUM300 187 WOLF RD,187 Wolf Rd,Albany,NY,True,42.722447,-73.800636,121068
ELEC,ROSENBLUM300 1 WINNERS,1 Winners Cir,Albany,NY,True,42.718322,-73.797207,121069
ELEC,RPI 1 GARAGE L1 S2,77 College Ave,Troy,NY,True,42.72753,-73.681122,121217
ELEC,RPI 1 SERVICE S1,110 8th St,Troy,NY,True,42.729185,-73.679038,121219
ELEC,RPI 1 OFF CAMPUS S1,1525 15th St,Troy,NY,True,42.726645,-73.678464,121237
ELEC,Village of Montour Falls,300 W Main St,Montour Falls,NY,True,42.346621,-76.848004,121285
ELEC,RPI 1 E DORM N LOT S2,Sage Ave,Troy,NY,True,42.731644,-73.679579,121294
ELEC,RRH RIEDMAN CAMP10,100 Kings Hwy S,Rochester,NY,True,43.201826,-77.574561,121386
BD,Metro Fuel Oil,801 Scott Ave,Calverton,NY,True,40.913803,-72.800416,121471
ELEC,BURNS MGT CARRIAGE 1,21 Carr Rd,Saratoga Springs,NY,True,43.131242,-73.752015,121487
ELEC,National Grid Liverpool NY,7437 Henry Clay Blvd,Liverpool,NY,True,43.130229,-76.187377,121645
ELEC,BURNS MGT HV 5,222 Heritage Rd,Guilderland,NY,True,42.692405,-73.885424,121688
ELEC,Brooklyn Museum - Tesla Supercharger,878 Washington Avenue,Brooklyn,NY,True,40.669936,-73.963069,122247
ELEC,Cosimo's on Union - Tesla Supercharger,1217 NY-300,Newburgh,NY,True,41.499616,-74.071324,122261
ELEC,ImPark Underhill Garage - Tesla Destination,105 Underhill Ave,Brooklyn,NY,True,40.67746,-73.965421,122469
ELEC,ProPark 184 Kent Ave - Tesla Destination,184 Kent Ave,Brooklyn,NY,True,40.718763,-73.964599,122470
ELEC,ImPark 500 4th Ave - Tesla Destination,212 12th St,Brooklyn,NY,True,40.668403,-73.990389,122471
ELEC,Sherman Parking - Tesla Destination,26 S 6th St,Brooklyn,NY,True,40.711558,-73.967572,122472
ELEC,iPark 34 N 7th Street - Tesla Destination,34  N 7th St,Brooklyn,NY,True,40.720475,-73.96265,122473
ELEC,IMPark 353 4th Ave - Tesla Destination,353 4th Ave,Brooklyn,NY,True,40.672845,-73.986284,122475
ELEC,MTP Parking 363 Bond Street - Tesla Destination,363 Bond St,Brooklyn,NY,True,40.677977,-73.990135,122476
ELEC,MTP Parking 568 Union Ave - Tesla Destination,568 Union Ave,Brooklyn,NY,True,40.717801,-73.951805,122477
ELEC,ImPark Atlantic Terrace - Tesla Destination,669 Atlantic Ave,Brooklyn,NY,True,40.683295,-73.973753,122478
ELEC,MTP Parking 755 Kent Ave - Tesla Destination,755 Kent Ave,Brooklyn,NY,True,40.698959,-73.9601,122479
ELEC,The Rose Motel - Tesla Destination,3840 State Hwy 145,Durham,NY,True,42.399652,-74.172565,122480
ELEC,Sylvan Kissena Garage LLC - Tesla Destination,43-70 Kissena Blvd,Flushing,NY,True,40.753639,-73.823616,122481
ELEC,Excel Parking 87-10 Northern Blvd - Tesla Destination,87-10 Northern Blvd,Jackson Heights,NY,True,40.755829,-73.880211,122482
ELEC,125-10 Queens Blvd Garage - Tesla Destination,123 83rd Ave,Kew Gardens,NY,True,40.7119045,-73.8267727,122483
ELEC,Surfside on the Lake Hotel - Tesla Destination,400 Canada St,Lake George,NY,True,43.429712,-73.710506,122484
ELEC,Fort William Henry - Tesla Destination,48 Canada St,Lake George,NY,True,43.421013,-73.712711,122485
ELEC,TownePlace Suites by Marriott Syracuse Liverpool - Tesla Destination,8505 Carling Rd,Liverpool,NY,True,43.183881,-76.238636,122486
ELEC,MTP Parking 31-00 47th Ave - Tesla Destination,31-00 47th Ave,Long Island City,NY,True,40.742875,-73.935806,122487
ELEC,MTP Parking 41-42 24th Street - Tesla Destination,41-42 24th St,Long Island City,NY,True,40.751815,-73.941166,122488
ELEC,iPark 400 E 85th St - Tesla Destination,400 E 85th St,Manhattan,NY,True,40.776008,-73.949934,122489
ELEC,iPark NYC 75 Wall Street - Tesla Destination,75 Wall St,New York,NY,True,40.705042,-74.008118,122491
ELEC,"Country Inn & Suites by Radisson, Lake George - Tesla Destination",1130 U.S. 9,Queensbury,NY,True,43.348226,-73.690167,122495
ELEC,Shaheen's Adirondack Inn - Tesla Destination,314 Park St,Tupper Lake,NY,True,44.22469,-74.448721,122496
ELEC,Doubletree by Hilton Hotel Utica - Tesla Destination,102 Lafayette St,Utica,NY,True,43.102844,-75.230952,122497
ELEC,Best Western Watertown Fort Drum - Tesla Destination,300 Washington St,Watertown,NY,True,43.971836,-75.911773,122498
ELEC,INDUSTRY CITY LOT B WEST,533 2nd Ave,Brooklyn,NY,True,40.659333,-74.006419,122592
ELEC,SHELDON SUFFERN ORANGE APT 2,128 Orange Ave,Suffern,NY,True,41.115105,-74.153541,122632
ELEC,SULLIVAN PARK CMOG,121 Center Way,Corning,NY,True,42.153053,-77.05391,122698
ELEC,69 COLLIER ST BINGHAMTON,69 Collier St,Binghamton,NY,True,42.09775,-75.911921,122699
ELEC,MUNICIPAL BLDG PUBLIC - B,1 Van Wyck St,Croton-on-Hudson,NY,True,41.208506,-73.8875,122766
ELEC,SUNY NEW PALTZ WALLKILL 2,61 Southside Ave,New Paltz,NY,True,41.741501,-74.088157,122785
ELEC,SUNY NEW PALTZ WALLKILL 3,10 Southside Loop,New Paltz,NY,True,41.741484,-74.088125,122786
ELEC,SUNY NEW PALTZ STATION 1,33 Southside Ave,New Paltz,NY,True,41.741585,-74.088317,122787
ELEC,SUNY NEW PALTZ INTERNATIONAL,S. Manheim Blvd.,New Paltz,NY,True,41.741984,-74.080814,122790
ELEC,SUNY NEW PALTZ ROUTE 32 (3),80 NY-32,New Paltz,NY,True,41.738571,-74.079661,122791
ELEC,SUNY NEW PALTZ ROUTE 32 LOT,Campus Transportation Hub,New Paltz,NY,True,41.738961,-74.080128,122792
ELEC,Candela Systems Corp,168 Old Sawmill River Rd,Hawthorne,NY,True,41.097414,-73.8075923999999,122897
ELEC,Candela Systems Corp,168 Old Sawmill River Rd,Hawthorne,NY,False,41.097414,-73.8075923999999,122901
ELEC,CSJ BRENTWOOD BRENTWOOD RD,1725 Brentwood Rd,Brentwood,NY,True,40.772454,-73.239297,122961
ELEC,ULSTER COUNTY HALL OF RECORDS,300 Foxhall Ave,Kingston,NY,True,41.93615,-73.997814,123018
ELEC,520806-Rockefeller Center,55 W 48th St,New York City,NY,True,40.758305,-73.980311,123040
ELEC,Bear Mountain State Park,3006 Seven Lakes Pkwy,Bear Mountain,NY,True,41.309433,-73.990271,123056
ELEC,Bard College,11 Henderson Circle Dr,Annandale-on-Hudson,NY,True,42.0201084,-73.9072956,123057
ELEC,New York University - Plaza Nursery School,110 Bleecker St,New York,NY,True,40.7273617,-73.9975331999999,123058
ELEC,IBM Corp - Yorktown Research Center,1101 Kitchawan Rd,Yorktown Heights,NY,False,41.2157994,-73.8080055,123059
ELEC,Veteran's Municipal Parking Lot,111 Main St,Nyack,NY,True,41.090931,-73.91985,123060
ELEC,St. Paul's Church Episcopal,121 Lincoln Ave,Waddington,NY,True,44.8633875685019,-75.2028792060754,123061
ELEC,Rondout Valley Central School District Office,122 Kyserike Rd,Accord,NY,True,41.8141987,-74.1893163,123062
ELEC,New York Power Authority - Corporate,123 Main St,White Plains,NY,False,41.032924,-73.7690219,123063
ELEC,Vassar College,124 Raymond Ave,Poughkeepsie,NY,True,41.690219,-73.898165,123064
ELEC,Rochester Optical,1260 Lyell Ave,Rochester,NY,True,43.165109,-77.658178,123065
ELEC,Genesee Valley Park - Sports Complex,131 Elmwood Ave,Rochester,NY,True,43.124109,-77.635749,123066
ELEC,Blind Brook Treatment Plant,141 Oakland Beach Ave,Rye,NY,True,40.9653522,-73.6897307999999,123067
ELEC,Rochester General Hospital,1425 Portland Ave,Rochester,NY,True,43.192906,-77.5870219,123068
ELEC,Queens Family Court Garage,150-07 Archer St,Queens,NY,True,40.7044805,-73.7927244,123069
ELEC,Gedney Park,155 Millwood Rd,Chappaqua,NY,True,41.184415,-73.7961799999999,123070
ELEC,Tupper Lake Municipal Park,17 Demars Blvd,Tupper Lake,NY,True,44.227526,-74.4644819999999,123071
ELEC,Black Brook Town Offices,18 N Main St,Au Sable Forks,NY,True,44.4425278,-73.6746031,123072
ELEC,New Lab,19 Morris Ave,Brooklyn,NY,True,40.69953,-73.974315,123075
ELEC,Rosendale Justice Department,1915 Lucas Ave,Cottekill,NY,True,41.8537098,-74.1063657999999,123076
ELEC,SUNY Empire State College,2 Union Ave,Saratoga Springs,NY,True,43.0773406,-73.7824426999999,123077
ELEC,Lane Valente Industries,20 Keyland Ct,Bohemia,NY,True,40.7762862,-73.0959563999999,123078
ELEC,New Castle Town,200 S Greeley Ave,Chappaqua,NY,True,41.1554224,-73.7746444,123079
ELEC,Calspan Flight Research,2041 Niagara Falls Blvd,Niagara Falls,NY,False,43.101287,-78.939885,123080
ELEC,Bread Alone Bakery,2121 Ulster Ave,Lake Katrine,NY,True,41.9948597,-73.9864873,123081
ELEC,Akorn,219 Dixon Ave,Amityville,NY,False,40.6835756,-73.4085594,123082
ELEC,Town of Westport New York,22 Champlain Ave,Westport,NY,True,44.1858358,-73.4355011,123083
ELEC,Dutchess County Motor Vehicles,22 Market St,Poughkeepsie,NY,True,41.703439,-73.929551,123084
ELEC,Beacon Department of Motor Vehicles,223 Main St,Beacon,NY,True,41.5070254,-73.9741415,123085
ELEC,High Falls Garage,240 State St,Rochester,NY,True,43.1599752,-77.6166634,123086
ELEC,New York City Transit Authority - Surface Transit Headquarters,25 Jamaica Ave,Brooklyn,NY,True,40.678067,-73.8997292,123088
ELEC,Momentive,260 Hudson River Rd,Waterford,NY,True,42.8178075999999,-73.6665266,123090
ELEC,Malone Town - Justice Court,27 Airport Rd,Malone,NY,True,44.8484903432303,-74.3276753674591,123091
ELEC,Jones Beach State Park,275 Bay Pkwy,Wantaugh,NY,True,40.596789561511,-73.4960486233459,123092
ELEC,City of Rochester - Public Market,280 N Union St,Rochester,NY,True,43.16605,-77.591385,123093
ELEC,Centereach Park,284 Hawkins Rd,Centereach,NY,True,40.881709,-73.076176,123094
ELEC,Jamestown Park and Ride,2870 N Main St Extension,Jamestown,NY,True,42.122334,-79.240661,123095
ELEC,Town of Pine Plains,2971 Church St,Pine Plains,NY,True,41.9798228,-73.6560583999999,123096
ELEC,Saranac Lake Police Department,3 Main St,Saranac Lake,NY,True,44.3242414,-74.1319456,123097
ELEC,Bear Mountain Inn and Overlook Lodge,3020 Seven Lakes Dr,Bear Mountain,NY,True,41.3130514,-73.9898898,123098
ELEC,Moriches Community Center,313 Frowein Rd,Center Moriches,NY,True,40.805016,-72.807488,123099
ELEC,Town of Geneva,32 White Springs Rd,Geneva,NY,True,42.856272,-77.00023,123100
ELEC,Company,335 Madison Ave,New York,NY,False,40.7537571,-73.9783437999999,123101
ELEC,Jerome-Gun Hill Road - Municipal Parking Garage,3510 Jerome Ave,New York,NY,True,40.882958,-73.880725,123102
ELEC,Charlotte Branch Library,3557 Lake Ave,Rochester,NY,True,43.235635,-77.624667,123103
ELEC,West Jefferson Street,358 W Jefferson St,Syracuse,NY,True,43.0473835,-76.1581463999999,123104
ELEC,Yeshiva University,385 Audubon Ave,New York,NY,True,40.8506642,-73.9306379,123105
ELEC,Edge,3954 NY-12,Lyons Falls,NY,True,43.6210096999999,-75.3728714,123107
ELEC,Bread Alone Bakery,3962 Route 28,Boiceville,NY,True,41.9972466,-74.2637521,123108
ELEC,Town of DeKalb,4343 US Highway 11,DeKalb Junction,NY,True,44.505435,-75.2738473,123109
ELEC,Delaware & Ulster Railroad,43510 Highway 28,Arkville,NY,True,42.1474371,-74.6149171,123110
ELEC,Long Island Home Heating,45 Commerce Dr,Hauppauge,NY,True,40.8100667,-73.2671393,123111
ELEC,Albany Parking Authority - Green Hudson Garage,45 Hudson Ave,Albany,NY,True,42.6480025,-73.7522905,123113
ELEC,The Wild Center,451 Museum Dr,Tupper Lake,NY,True,44.2203185,-74.4399163,123114
ELEC,Grand Ave Bus Depot & Central Maintenance Facility,4805 Grand Ave,Maspeth,NY,True,40.7174257,-73.9202355,123115
ELEC,Selux Corp,5 Lumen Ln,Highland,NY,True,41.739522,-73.9603623,123116
ELEC,Walkway Over the Hudson,61 Parker Ave,Poughkeepsie,NY,True,41.711943,-73.926052,123117
ELEC,Pawling - Chamber of Commerce,55 Charles Colman Blvd,Pawling,NY,True,41.5635129,-73.6010151,123119
ELEC,Quad Graphics,56 Duplainville Rd,Saratoga Springs,NY,True,43.061533,-73.8296968,123120
ELEC,Hopson Cottage - Brad College Admissions,60 W Ravine Rd,Annandale-on-Hudson,NY,True,42.0220708,-73.9109959,123122
ELEC,Robert Moses Park Office,600 Robert Moses State Pkwy,Babylon,NY,True,40.6233397722037,-73.2776290932067,123123
ELEC,Belmont Lake State Park,625 Belmont Ave,West Babylon,NY,True,40.7341334,-73.3445486,123124
ELEC,Bartell Machinery Systems LLC,6321 Elmer Hill Rd,Rome,NY,False,43.285305,-75.4688824,123125
ELEC,Heritage Park - Heritage Trust,633 Mount Sinai-Coram Rd,Mt. Sinai,NY,True,40.935053,-73.011471,123126
ELEC,Queens College - Kiely Hall,65-30 Kissena Blvd,Queens,NY,True,40.7358738,-73.8158194,123127
ELEC,New York and Atlantic Railway Fresh Pond Yard,68-01 Otto Rd,Glendale,NY,True,40.7062312,-73.8864871,123128
ELEC,Jordan Village Clerk,7 Mechanic St,Jordan,NY,True,43.0656545,-76.4722594999999,123129
ELEC,Lima - Town Court,7329 E Main St,Lima,NY,True,42.9055199,-77.6106064,123130
ELEC,Avon Village Office,102 Genesee St,Avon,NY,True,42.91058,-77.746443,123132
ELEC,Green Lakes State Park,7900 Green Lakes Rd,Fayetteville,NY,True,43.0582439,-75.9714286999999,123133
ELEC,Queens Borough Hall - Municipal Parking Lot,80-25 126th St,Queens,NY,True,40.714376,-73.826095,123134
ELEC,Allan H. Treman State Marine Park,805 Taughannock Blvd,Ithaca,NY,True,42.4582615,-76.5200919,123135
ELEC,John Boyd Thacher State Park,830 Thacher Park Rd,Voorheesville,NY,True,42.6541947,-74.0178139,123136
ELEC,Cayuga Heights Village Court,836 Hanshaw Rd,Ithaca,NY,True,42.4694719592833,-76.4788705030411,123137
ELEC,Tivoli Village Office,86 Broadway,Tivoli,NY,True,42.0589216,-73.9114922999999,123138
ELEC,Emerson Street - Parking Lot,880 Emerson St,Rochester,NY,True,43.1744149,-77.6538094,123139
ELEC,Mills Norrie State Park,9 Old Post Rd,Staatsburg,NY,True,41.8426034,-73.9309541,123140
ELEC,New York State Parks - Saratoga Region,99 E West Rd,Saratoga Springs,NY,True,43.046328,-73.806865,123141
ELEC,Bethpage Associates,99 Quaker Meeting House Rd,Farmingdale,NY,True,40.7413551371829,-73.4559301530258,123142
ELEC,Chappaqua Train Station,Allan Pl,Chappaqua,NY,True,41.159024,-73.773454,123143
ELEC,Tupper Lake Playground,Martin St,Tupper Lake,NY,True,44.224994,-74.465687,123144
ELEC,Nassau Community College,1 Education Dr,Garden City,NY,True,40.7307936,-73.5912867,123145
ELEC,The Gunlocke Co,1 Gunloccke Dr,Wayland,NY,True,42.5553841,-77.5891292,123146
ELEC,Gallin Beeler Design Studio,23 Washington Ave,Pleasantville,NY,True,41.135753,-73.7914967,123192
ELEC,Robert Moses State Park,1 Burma Rd,Bay Shore,NY,True,40.628685,-73.2329534,123258
ELEC,One Seneca Tower,1 HSBC Center,Buffalo,NY,True,42.8799392,-78.8762193,123259
ELEC,Letchworth State Park,1 Letchworth State Park,Castile,NY,True,42.590383,-78.026753,123260
ELEC,Lake Riley Lodge,100 Norris Dr,Rochester,NY,True,43.1414100999999,-77.5749321999999,123261
ELEC,Westchester Medical Center,100 Woods Rd,Valhalla,NY,True,41.086676,-73.8060649,123262
ELEC,Molloy College,1000 Hempstead Ave,Rockville Centre,NY,True,40.6861460999999,-73.6249835,123263
ELEC,Jones Beach Theater,1000 Ocean Pkwy,Wantaugh,NY,True,40.6011406,-73.502518,123264
ELEC,Metro North Train Station - North White Plains,50 Haarlem Ave,White Plains,NY,True,41.0534449,-73.7724041,123265
ELEC,University at Albany - Building 25 Parking Lot,1400 Washington Ave,Albany,NY,True,42.688926,-73.828718,123301
ELEC,University at Albany - SEFCU Arena Parking Lot,1400 Washington Ave,Albany,NY,True,42.682053,-73.828373,123302
ELEC,University at Albany - Indigenous Quad Parking Area,1400 Washington Ave,Albany,NY,True,42.683683,-73.821903,123303
ELEC,Verizon - Albany,1161 Washington Ave,Albany,NY,False,42.68188,-73.803069,123310
ELEC,Verizon - Bronx,2885 Jerome Ave,Bronx,NY,False,40.872524,-73.890564,123328
ELEC,Verizon - Syracuse,4725 S Salina St,Syracuse,NY,False,43.001303,-76.142027,123335
ELEC,Verizon - Manhattan,615 W 47th St,Manhattan,NY,False,40.764495,-73.996651,123345
ELEC,Verizon - Syracuse,6360 Thompson Rd,Syracuse,NY,False,43.078242,-76.088462,123346
ELEC,Verizon - Garden City,741 Zeckendorf Blvd,Garden City,NY,False,40.7411,-73.604842,123355
ELEC,ULSTER COUNTY SUNY ULSTER,491 Cottekill Rd,Stone Ridge,NY,True,41.851332,-74.130956,123389
ELEC,NYS ORDA GORE MOUNTAIN,793 Peaceful Valley Rd,North Creek,NY,True,43.671232,-74.007635,123391
ELEC,SUNY NEW PALTZ STATION 2,Service building,New Paltz,NY,True,41.736732,-74.084307,123392
ELEC,INNATHOUGHTONCR HOUGHTON CREEK,9722 Co Rd 35,Houghton,NY,True,42.423464,-78.158123,123393
ELEC,TRICITYRENTALS PARK SOUTH,17 New Scotland Av,Albany,NY,True,42.654458,-73.773464,123416
ELEC,TRICITYRENTALS 33 NEW SCOTLAND,33 New Scotland Ave,Albany,NY,True,42.653761,-73.774222,123417
ELEC,LPCL STATION1,30 Lake Placid Club Way,Lake Placid,NY,True,44.283206,-73.979572,123468
ELEC,CASE CENTER LOT PALAMOUNTAIN,Perimeter Rd,Saratoga Springs,NY,True,43.098201,-73.783743,123549
ELEC,CASE CENTER LOT MUSIC HALL,815 N Broadway,Saratoga Springs,NY,True,43.095194,-73.782384,123550
ELEC,CASE CENTER LOT SUSSMAN HALL,Lower Scribner Village Rd,Saratoga Springs,NY,True,43.098653,-73.78922,123552
ELEC,BURNS MGT SKIDMORE APTS,86 Circular Street,Saratoga Springs,NY,True,43.078698,-73.781219,123595
ELEC,National Grid - Syracuse Office Center,300 Erie Blvd W,Syracuse,NY,True,43.051581,-76.157208,123603
ELEC,New York State Department of Environmental Conservation,625 Broadway,Albany,NY,False,42.652507,-73.749037,123605
ELEC,GSH NY DOCTORS PARKING,255 Lafayette Ave,Suffern,NY,True,41.11209,-74.13656,123665
ELEC,The Veneto,250 East 53rd Street,New York,NY,True,40.756766,-73.967481,124140
ELEC,Coliseum Park Apts - Central Parking,345 W 58th Street,New York,NY,True,40.768432,-73.984033,124141
ELEC,Astor Place,445 Lafayette St,New York,NY,True,40.7297,-73.991565,124144
ELEC,Central Parking - 58 West 58th St,58 West 58th Street,New York,NY,True,40.764655,-73.9761,124146
ELEC,Superior Ink,400 W 12th St,New York,NY,True,40.737537,-74.00983,124147
ELEC,The Westport,500 W 56th St,New York,NY,True,40.768211,-73.989479,124690
ELEC,Glen Avenue Suites,6 Glen Ave,Cooperstown,NY,True,42.69854,-74.93117,131661
E85,7-Eleven,1733 Old Country Rd,Riverhead,NY,True,40.924056,-72.702553,131994
ELEC,Corning Museum of Glass - Welcome Center,1 Museum Way,Corning,NY,True,42.152965,-77.054137,135491
ELEC,Essex County - Public Safety Building,702 Stowersville Rd,Lewis,NY,True,44.281549,-73.536445,142582
ELEC,Essex County - Courthouse,7553 Court St,Elizabethtown,NY,True,44.214426,-73.594677,142583
ELEC,HUDSON PRESERVE BLDG 2 #6,213 Beryl Way,Watervliet,NY,True,42.732735,-73.72521,143165
ELEC,HUDSON PRESERVE BLDG 7 #7,12 Beryl Way,Watervliet,NY,True,42.732693,-73.72359,143172
ELEC,TATABROOKFIELD #3,11 E Loop Rd,New York,NY,True,40.755093,-73.955605,143191
ELEC,HUDSON PRESERVE BLDG 22 #3,12 Brooke Cir,Watervliet,NY,True,42.733753,-73.72753,143196
ELEC,2600 6TH AVE CHARGEPOINT 3,2600 6th Ave,Troy,NY,True,42.74196,-73.682154,143201
ELEC,RXR REALTY OMNI,333 Earle Ovington Blvd,Uniondale,NY,True,40.725338,-73.593701,143209
ELEC,COLACINO INUSTR COLACINO 1,126 Harrison St,Newark,NY,True,43.0491,-77.094025,143218
ELEC,HUDSON PRESERVE BLDG 6 #8,913 Beryl Way,Watervliet,NY,True,42.731922,-73.724144,143224
ELEC,HUDSON PRESERVE BLDG 11 #9,8 Beryl Way,Watervliet,NY,True,42.73143,-73.72433,143229
ELEC,HUDSON PRESERVE BLDG 21 #4,2101 Beryl Way,Watervliet,NY,True,42.733166,-73.727295,143241
ELEC,HUDSON PRESERVE BLDG 17 #11,1701 Beryl Way,Watervliet,NY,True,42.731262,-73.72642,143243
ELEC,HUDSON PRESERVE BLDG 19 #12,1901 Beryl Way,Watervliet,NY,True,42.73253,-73.72693,143244
ELEC,HUDSON PRESERVE BLDG 19 #13,1601 Beryl Way,Watervliet,NY,True,42.732864,-73.72669,143251
ELEC,HUDSON PRESERVE BLDG 25 #1,2507 Brooke Cir,Watervliet,NY,True,42.73454,-73.72825,143272
ELEC,TOM TOWN CENTER,740 W Boston Post Rd,Mamaroneck,NY,True,40.943074,-73.741147,143287
ELEC,LIVEWIRE DCFAST HOG OUT,2428 Sunrise Hwy,Bellmore,NY,True,40.665961,-73.536912,143298
ELEC,MUNICIPAL BLDG TRAIN STATION 1,2 Veterans Plaza,Croton-on-Hudson,NY,True,41.19167,-73.88247,143300
ELEC,EMPIRE H-D DCFAST HOG,8 Industrial Ln,New Rochelle,NY,True,40.898226,-73.792186,143319
ELEC,WARREN TIRE WT HALFMOON 1,159 stone quarry rd,Halfmoon,NY,True,42.831394,-73.73806,143322
ELEC,VOEASTROCHESTER EAST ROCH GW1,120 W Commercial St,East Rochester,NY,True,43.112972,-77.485756,143377
ELEC,WARREN TIRE WT QUEENBSURY 1,14 Lafayette Street,Queensbury,NY,True,43.328762,-73.666275,143390
ELEC,BA #1 7 AIRPORT PARK,7 Airport Park Blvd,Latham,NY,True,42.756546,-73.82011,143433
ELEC,BA #1 11 BRITISH AMER,11 British American Blvd,Latham,NY,True,42.761303,-73.81754,143437
ELEC,BA #1 29 BRITISH AMER,29 British American Blvd,Latham,NY,True,42.762638,-73.822044,143440
ELEC,BA #1 40BRITISH AMER,40 British American Blvd,Latham,NY,True,42.768475,-73.82226,143441
ELEC,VANKLEECKS TIRE VANLKEECKS TIRE,1987 Ulster Ave,Lake Katrine,NY,True,41.991154,-73.98686,143464
ELEC,CT4020-HD-GW COURT LOT,7559 Court St,Elizabethtown,NY,True,44.215187,-73.59424,143486
ELEC,HYATT POUGHKEPS HYATT POUGHKEPS,2165 South Rd,Poughkeepsie,NY,True,41.63666,-73.91962,143493
ELEC,RRH RIEDMAN CTR NG6,1455 East Ridge Road,Rochester,NY,True,43.197277,-77.5784,143494
ELEC,SUNFLOWER MARKET,75 Mill Hill Rd,Woodstock,NY,True,42.039112,-74.113426,143566
ELEC,BURNS MGT THE SPRINGS#1,60 Weibel Ave,Saratoga Springs,NY,True,43.092505,-73.74329,143572
ELEC,BURNS MGT THE SPRINGS #5,74 Weibel Ave,Saratoga Springs,NY,True,43.094795,-73.743675,143573
ELEC,RPI 1 B-LOT,71 Albright Ct,Troy,NY,True,42.731358,-73.669075,143578
ELEC,BURNS MGT WHITMORE #1,151 Jefferson St,Saratoga Springs,NY,True,43.066259,-73.780757,143586
ELEC,ERLOWEST ERLOWEST #2,Erlowest,Lake George,NY,True,43.447598,-73.69586,143591
ELEC,City of Plattsburgh - City Hall,41 City Hall Pl,Plattsburgh,NY,True,44.69926,-73.452022,143788
ELEC,MetLife - Oriskany,5950 Airport Rd,Oriskany,NY,False,43.149345,-75.373784,143804
ELEC,MetLife - Troy,500 Jordan Rd,Troy,NY,False,42.684623,-73.696411,143807
ELEC,TOM PARKING DECK,175 myrtle blvd,Larchmont,NY,True,40.932917,-73.761363,143877
ELEC,HUDSON PRESERVE BERYL WAY 5,136 Troy Schdy Rd,Watervliet,NY,True,42.73302,-73.72589,143920
ELEC,CITYLIGHTS QUEENS LANDING,4-74 48th Ave,Long Island City,NY,True,40.745011,-73.957424,144109
ELEC,HWS COLLEGES 288 PULTENEY 1,288 Pulteney St,Geneva,NY,True,42.859764,-76.985725,144137
ELEC,HUDSON PRESERVE BLDG 12 #10,1002 Beryl Way,Watervliet,NY,True,42.73136,-73.72597,144375
ELEC,ELECTRIC DOG DELMAR VET 1,910 Delaware Ave,Delmar,NY,True,42.6074,-73.872826,144998
ELEC,RRH CLIFTON RIGHT 2,2 Coulter Rd,Clifton Springs,NY,True,42.959804,-77.135207,145086
ELEC,RRH NEWARK EAST 4,1200 Driving Park Ave,Newark,NY,True,43.060396,-77.099861,145144
ELEC,STATION TOR1 CRAWFORD PARK N,122 N Ridge St,Rye Brook,NY,True,41.015065,-73.686638,145318
ELEC,TOM MEMORIAL PARK,4 Baldwin Ave,Larchmont,NY,True,40.935345,-73.760352,145333
ELEC,CITY-PEEKSKILL JAMES ST GARAGE,1050 Park St,Peekskill,NY,True,41.29094,-73.918106,145338
ELEC,RRH ST MARYS 2,89 Genesee St,Rochester,NY,True,43.149393,-77.636704,145392
ELEC,RRH CARTER 2 FL NG3,1415 Portland Ave,Rochester,NY,True,43.191539,-77.588742,145395
ELEC,ROCHESTER NY SISTER CITIES 1,28 Fitzhugh St N,Rochester,NY,True,43.156137,-77.614096,145450
ELEC,SULLIVAN COUNTY SULLIVAN 2,14 Sturgis Rd,Monticello,NY,True,41.65952,-74.6908,145532
ELEC,CT4021-COURTHSE FRANKLINCOCOURT,355 W Main St,Malone,NY,True,44.84974,-74.295105,145534
ELEC,ROCHESTER NY SISTERS CITY 2,10 Fitzhugh St N,Rochester,NY,True,43.155933,-77.614075,145539
ELEC,U.S.B.STATION#1 ULSTER SAVINGS,180 Schwenk Dr,Kingston,NY,True,41.93765,-74.025314,145543
ELEC,HENRIETTA LIBRARY 1,625 Calkins Rd,Rochester,NY,True,43.067992,-77.617545,145651
ELEC,GARDEN CHARGERS JOVIA #5,1000 Corporate Dr,Westbury,NY,True,40.740231,-73.601034,145671
ELEC,IPT - SMITHTOWN SUNOCO MIDCNTRY,320 Middle Country Rd,Smithtown,NY,True,40.855212,-73.173585,145735
ELEC,EPLLC LOCKHEED 6,136 Transistor Pkwy,Liverpool,NY,True,43.106487,-76.18796,145761
ELEC,EPLLC LOCKHEED 5,318 Continuum Dr,Liverpool,NY,True,43.10719,-76.189545,145762
ELEC,EPLLC LOCKHEED 4,143 Ocean Channel Way,Liverpool,NY,True,43.110138,-76.18719,145763
ELEC,EPLLC LOCKHEED 2,497 Electronics Pkwy,Liverpool,NY,True,43.110046,-76.18823,145764
ELEC,STATION TOR1 CRAWFORD PARK S,122 North Ridge St.,Rye Brook,NY,True,41.015297,-73.68572,146604
ELEC,HONEST WEIGHT HONEST WEIGHT 2,100 Watervliet av,Albany,NY,True,42.67819,-73.78163,146796
ELEC,HONEST WEIGHT HONEST WEIGHT 1,81 Watervliet Ave,Albany,NY,True,42.678158,-73.78155,146797
ELEC,Shops at Skyview center,"40-24 College Point Blvd, Suite B215",Flushing,NY,True,40.756191,-73.836298,146876
ELEC,STRONG MUSEUM STRONG L1 #4,1 Manhattan Square Dr,Rochester,NY,True,43.151898,-77.600937,146983
