CodigoCombustible,NombreEstacion,Dirección,Ciudad,Estado,AccesoPublico,Latitud,Longitud,IDEstacion
ELEC,SMITHTOWN 21 PULASKI RD,21 Pulaski Rd,Kings Park,NY,True,40.885946,-73.258659,169402
ELEC,Smith Haven Mall,313 Smith Haven Mall,Lake Grove,NY,True,40.864596,-73.127717,169476
ELEC,MOTM DEER PARK,960 Grand Blvd,Deer Park,NY,True,40.761171,-73.300903,169508
ELEC,SWL SARANAC 1.3,234 Lake Flower Ave,Saranac Lake,NY,True,44.32269,-74.12324,169509
ELEC,Energy Square,20 Cedar St,Kingston,NY,True,41.928591,-74.004355,169706
ELEC,Imperial Parking,332-342 E 34th St,New York,NY,True,40.7440113,-73.9741155,169851
ELEC,GOLDEN ARROW GOLDEN 1.2,2559 Main St,Lake Placid,NY,True,44.286465,-73.984314,169879
ELEC,STATION 4TH FL MOTORGATE #1,688 Main St,New York,NY,True,40.764429,-73.946793,169880
ELEC,DEMCO TRUHILTONCHARGE,3512 NY-434,Vestal,NY,True,42.096362,-75.987614,169881
ELEC,854ELLICOTT 589 ELLICOTT 7,589 Ellicott St,Buffalo,NY,True,42.89578,-78.868307,169907
ELEC,854ELLICOTT 134 HIGH ST 6,134 High St,Buffalo,NY,True,42.901003,-78.863841,169908
ELEC,854ELLICOTT 134 HIGH ST 3,134 High St,Buffalo,NY,True,42.900863,-78.86391,169909
ELEC,854ELLICOTT 134 HIGH ST 10,134 High St,Buffalo,NY,True,42.901008,-78.863625,169910
ELEC,BEST WESTERN PL BEST 1.1,6605 Old Collamer Rd S,East Syracuse,NY,True,43.090446,-76.08658,169911
ELEC,Icon Parking 1114 Ave & 6th,1114 Avenue of the Americas,New York,NY,True,40.755245,-73.983406,169937
ELEC,TCR TOWNE EV STATION 3,12 California  ave,Albany,NY,True,42.704114,-73.81374,169945
ELEC,TCR TOWERS EV STATION 3,422 Sand Creek Rd,Albany,NY,True,42.711889,-73.809738,169946
ELEC,"Walmart 2152 - Albany, NY",141 Washington Ave. EXT,Albany,NY,True,42.69456,-73.848436,169948
ELEC,Simon-Simth Haven Mall,313 SMITH HAVEN MALL,Lake Grove,NY,True,40.862452,-73.128752,169949
ELEC,LANDMARK ALBANY LANDMARK ALBANY,100 Sandidge Way,Albany,NY,True,42.687836,-73.83313,169976
ELEC,MARKET CENTER 55 RAILROAD 1.2,55 Railroad Pl,Saratoga Springs,NY,True,43.08248,-73.78785,170004
ELEC,BROADSTCW ADK CAR WASH 1,203 Broad St,Glens Falls,NY,True,43.303116,-73.66215,170005
ELEC,MOHAWK HARBOR01 STATION #2,220 Harborside  Blvd,Schenectady,NY,True,42.825307,-73.931165,170027
ELEC,MOHAWK HARBOR01 STATION #1,200 Harborside Dr,Schenectady,NY,True,42.824279,-73.932023,170028
ELEC,HWS COLLEGES MEDBERY LOT,311 Pulteney St,Geneva,NY,True,42.86009,-76.984375,170029
ELEC,"NY DCFC RIVERHEAD, NY",1791 Old Country Rd,Riverhead,NY,True,40.923448,-72.703416,170120
ELEC,NYC FLEET DPR_ICAHN_1_L3,10 Central Rd,New York,NY,True,40.792194,-73.92455,170122
ELEC,CITY AMSTERDAM BRIDGE ST EV 2,55 Bridge St Bridge Street Parking Lot,Amsterdam,NY,True,42.934452,-74.197338,170132
ELEC,BUTCHER BLOCK BUTCHER BLOCK 1,15 Booth Dr,Plattsburgh,NY,True,44.69712,-73.498215,170148
ELEC,The St. Regis,Two East 55th Street,New York,NY,True,40.7613979,-73.9746128,170181
ELEC,MAIN ST CW MAIN STREET 1,3665 Main St,Warrensburg,NY,True,43.488052,-73.761925,170194
ELEC,ERIE COUNTY ECC STATION 1,Oak St,Buffalo,NY,True,42.883036,-78.871288,170240
ELEC,ERIE COUNTY STATION ONE,6205 Main St,Buffalo,NY,True,42.960476,-78.720009,170241
ELEC,ERIE COUNTY STATION TWO,4205 Main St,Buffalo,NY,True,42.960529,-78.720001,170242
ELEC,MOTM WOODBURY,150 Crossways Park Dr. West,Woodbury,NY,True,40.807074,-73.488735,170244
ELEC,"Town of East Hampton/Montauk, NY",70 South Euclid Ave,Montauk,NY,True,41.035911,-71.943488,170247
ELEC,SHG FAIRFIELD 1.4,21 Big Boom Rd,Queensbury,NY,True,43.295708,-73.67628,170293
ELEC,"Sam's Club 6428 (Medford, NY)",2950 Horseblock Rd,Medford,NY,True,40.826203,-72.990418,170300
ELEC,DENNY’S / RED ROOF INN,100 Marginal Rd.,Herkimer,NY,True,43.018812,-74.991876,170367
ELEC,2 WEST AVE 2 WEST 1.2,2 West Ave,Saratoga Springs,NY,True,43.084293,-73.803055,170398
ELEC,Riverhead Town Center - Tesla Supercharger,1761 Old Country Road,Riverhead,NY,True,40.923424,-72.703538,170430
ELEC,"Montauk, NY - Tesla Supercharger",70 South Euclid Avenue,Montauk,NY,True,41.036062,-71.943509,170431
ELEC,233 LAKE AVE GROVE 1.5,233 Lake Ave,Saratoga Springs,NY,True,43.08541,-73.76571,170449
ELEC,FEHBOCES FEH BOCES,23 Huskie Ln,Malone,NY,True,44.841328,-74.28194,170502
ELEC,OLYMPIC SPORTS  SPORTS 3,Bob Run Rd,Lake Placid,NY,True,44.220365,-73.923881,170503
ELEC,EVolve NY - Schroon Lake - Sunoco,1567 U.S. 9,Schroon Lake,NY,True,43.869511,-73.752705,170565
ELEC,COMFORT- CHARGE STATION 1,4054 ny-9l,Lake George,NY,True,43.41186,-73.70845,170683
ELEC,"NY DCFC FISHKILL, NY",21 Westage Dr,Fishkill,NY,True,41.526606,-73.89475,170742
ELEC,WHITEFACE MT WHITEFACE 2,Unnamed Road,Wilmington,NY,True,44.359129,-73.858775,170743
ELEC,WHITEFACE MT WHITEFACE 1,5021 Route 86,Wilmington,NY,True,44.359205,-73.858698,170744
ELEC,Capital Region Welcome Center,"New Baltimore Service Area - Northbound, New",Hannacroix,NY,True,42.427962,-73.805549,170877
E85,Valero,3359 Great Neck Rd,Amityville,NY,True,40.69842580456522,-73.40964389814758,171119
ELEC,DHL - Long Island City,230-19 Rockaway Blvd,Jamaica,NY,False,40.651931,-73.758355,171165
ELEC,BA PLAZA BA PLAZA 1,1 Northwestern Blvd,Albany,NY,True,42.745924,-73.821006,171197
ELEC,SSCCA SSCC - 02,37 High Rock Ave,Saratoga Springs,NY,True,43.084467,-73.782677,171216
ELEC,69 COLLIER ST STATION 2,7 Hawley St,Binghamton,NY,True,42.097795,-75.914004,171217
ELEC,BETHLEHEM EV STATION TWO,265 Elm Ave,Delmar,NY,True,42.599927,-73.839915,171218
ELEC,BETHLEHEM EV STATION ONE,NY-32,Delmar,NY,True,42.599942,-73.839959,171219
ELEC,SYLVAN BEACH SPENCER AVE,6938 Main St,Blossvale,NY,True,43.197199,-75.728611,171230
ELEC,SYLVAN BEACH SUNSET PARK,1 Canal St,Blossvale,NY,True,43.194434,-75.731126,171231
ELEC,DCEC - N DEPOT DCEC #1,7 Depot St,Delhi,NY,True,42.271027,-74.919526,171241
ELEC,SUNY BUFFALO PARKER 5,185 Hayes Rd,Buffalo,NY,True,42.951204,-78.822398,171282
ELEC,SPRINGVALLEYAPT 1.1,92 High Rock Ave,Saratoga Springs,NY,True,43.085278,-73.78067,171309
ELEC,SKYVIEW APARTME SKYVIEW ST2,5800 Arlington Ave,Riverdale,NY,True,40.908654,-73.905897,171342
ELEC,FLEETWOODGARAGE STATION ONE,42 Broad St W,Mount Vernon,NY,True,40.92594,-73.83715,171343
ELEC,SUNY BUFFALO JACOBS 3,50 Augspurger Rd,Buffalo,NY,True,42.99886,-78.78732,171344
ELEC,MINNEWASKA EV 2,5281 US-44,Kerhonkson,NY,True,41.730062,-74.234947,171409
ELEC,SRYMCASSB MALTA 1.3,8-10 Medical Park Dr,Ballston Spa,NY,True,42.97572,-73.80615,171438
ELEC,SKYVIEW APARTME SKYVIEW ST1,5800 Arlington Ave,Riverdale,NY,True,40.90872,-73.905883,171476
ELEC,NYC FLEET DPRMBLOT8_2_L3,920 Father Capodanno Blvd,Midland Beach,NY,True,40.572636,-74.08616,171477
ELEC,Hatchet Hardware of Niskayuna,1448 Balltown Road,Niskayuna,NY,True,42.8142892,-73.8921308,171482
ELEC,ADELPHI UNIV STATION 02,1 South Ave,Garden City,NY,True,40.719585,-73.650042,171552
ELEC,ADELPHI UNIV STATION 04,1 South Ave,Garden City,NY,True,40.719626,-73.650022,171553
ELEC,ADELPHI UNIV STATION 03,1 South Ave,Garden City,NY,True,40.719561,-73.650096,171554
ELEC,ADELPHI UNIV STATION 05,1 South Ave,Garden City,NY,True,40.719629,-73.650059,171555
ELEC,ADELPHI UNIV STATION 06,1 South Ave,Garden City,NY,True,40.71962,-73.650117,171556
ELEC,TRICITYRENTALS WOODLAKE,61 Woodlake Rd N,Albany,NY,True,42.67736,-73.84706,171664
ELEC,ROCHESTER NY COURT ST 1,194 Court St,Rochester,NY,True,43.154074,-77.606985,171691
ELEC,ROCHESTER NY WASH SQ GARAGE1,"111 Woodbury Blvd,",Rochester,NY,True,43.15273,-77.603845,171692
ELEC,ROCHESTER NY PORT OF ROCH 2,1000 N River St,Rochester,NY,True,43.256393,-77.606857,171697
ELEC,TOWN OF RED HK REDHOOK 3,7336 S Broadway,Red Hook,NY,True,41.987157,-73.880109,171725
ELEC,TOWN OF RED HK RED HOOK 1,7336 S Broadway,Red Hook,NY,True,41.987127,-73.880399,171726
ELEC,TOWN OF RED HK RED HOOK 2,7336 S Broadway,Red Hook,NY,True,41.987163,-73.880399,171727
ELEC,WCS NS1 ASIA,Boston Rd,Bronx,NY,True,40.846612,-73.876323,173506
ELEC,BURNS MGT OXFORD 5,6203 Johnston Rd,Albany,NY,True,42.685246,-73.870747,173863
ELEC,BURNS MGT OXFORD 4,6203 Johnston Rd,Albany,NY,True,42.685296,-73.870736,173864
ELEC,BURNS MGT HV 3,102 Bleeker Rd,Guilderland,NY,True,42.690962,-73.887467,173885
ELEC,BURNS MGT HV 1,102 Bleeker Rd,Guilderland,NY,True,42.690931,-73.887646,173886
ELEC,BURNS MGT EXCELSIOR 4,25 Whistler Ct,Saratoga Springs,NY,True,43.094271,-73.753611,173901
ELEC,BURNS MGT EXCELSIOR 2,2125 Whistler Ct,Saratoga Springs,NY,True,43.093545,-73.755342,173902
ELEC,BURNS MGT EXCELSIOR 1,2125 Whistler Ct,Saratoga Springs,NY,True,43.09355,-73.755474,173903
ELEC,RPI 1 GARAGE L1 S1,77 College Ave,Troy,NY,True,42.727521,-73.681147,173930
ELEC,RPI 1 E DORM N LOT S1,Sage Ave,Troy,NY,True,42.731506,-73.679497,173947
ELEC,RRH RIEDMAN CAMP 6,100 Kings Hwy S,Rochester,NY,True,43.201918,-77.574566,173958
ELEC,RRH RIEDMAN CAMP2,100 Kings Hwy S,Rochester,NY,True,43.201899,-77.574545,173959
ELEC,RRH RIEDMAN CAMP 9,100 Kings Hwy S,Rochester,NY,True,43.201924,-77.574537,173960
ELEC,RRH RIEDMAN CAMP3,100 Kings Hwy S,Rochester,NY,True,43.202118,-77.574545,173961
ELEC,RRH RIEDMAN CAMP 8,100 Kings Hwy S,Rochester,NY,True,43.202069,-77.574531,173962
ELEC,RRH RIEDMAN CANP7,100 Kings Hwy S,Rochester,NY,True,43.202055,-77.57455,173963
ELEC,RRH RIEDMAN CAMP 5,100 Kings Hwy S,Rochester,NY,True,43.202583,-77.574614,173964
ELEC,RRH RIEDMAN CAMP4,100 Kings Hwy S,Rochester,NY,True,43.202045,-77.574595,173965
ELEC,RRH RIEDMAN CAMPUS,100 Kings Hwy S,Rochester,NY,True,43.202337,-77.574576,173966
ELEC,RRH RIEDMAN CANP1,100 Kings Hwy S,Rochester,NY,True,43.201813,-77.574597,173967
ELEC,BURNS MGT HV 4,222 Heritage Rd,Guilderland,NY,True,42.692516,-73.885172,173985
ELEC,ROSENBLUM300 3 WINNERS 1,3 Winners Cir,Albany,NY,True,42.721029,-73.797244,173998
ELEC,SHELDON SUFFERN ORANGE AV APT 1,128 Orange Ave,Suffern,NY,True,41.115119,-74.1537,174018
ELEC,SULLIVAN PARK CENTER WAY 1,121 Center Way,Corning,NY,True,42.153054,-77.053977,174028
ELEC,SUNY NEW PALTZ ROUTE 32 (2),Campus Transportation Hub,New Paltz,NY,True,41.739405,-74.079828,174042
ELEC,CSJ BRENTWOOD STATION 2,1725 Brentwood Rd,Brentwood,NY,True,40.77393,-73.240723,174058
ELEC,NYS ORDA GORE MOUNTAIN 2,793 Peaceful Valley Rd,North Creek,NY,True,43.671176,-74.007611,174096
ELEC,NYS ORDA GORE MOUNTAIN 3,793 Peaceful Valley Rd,North Creek,NY,True,43.671111,-74.007596,174097
ELEC,SUNY NEW PALTZ STATION 3,Service building,New Paltz,NY,True,41.736788,-74.084313,174098
ELEC,SUNY NEW PALTZ SOUTH LOOP 1,Service building,New Paltz,NY,True,41.736893,-74.084215,174099
ELEC,LPCL STATION 2,30 Lake Placid Club Way,Lake Placid,NY,True,44.283149,-73.979463,174120
ELEC,TATABROOKFIELD #2,11 E Loop Rd,New York,NY,True,40.755077,-73.955605,174179
ELEC,TATABROOKFIELD GATEWAY #1,11 E Loop Rd,New York,NY,True,40.755024,-73.955605,174180
ELEC,TATABROOKFIELD #8,11 E Loop Rd,New York,NY,True,40.75533,-73.95569,174181
ELEC,TATABROOKFIELD #7,11 E Loop Rd,New York,NY,True,40.755314,-73.955605,174182
ELEC,TATABROOKFIELD #6,11 E Loop Rd,New York,NY,True,40.75516,-73.955605,174183
ELEC,TATABROOKFIELD #5,11 E Loop Rd,New York,NY,True,40.755142,-73.9556,174184
ELEC,TATABROOKFIELD #4,11 E Loop Rd,New York,NY,True,40.755108,-73.955605,174185
ELEC,2600 6TH AVE CHARGEPOINT 5,2600 6th Ave,Troy,NY,True,42.742071,-73.682119,174189
ELEC,2600 6TH AVE CHARGEPOINT 1,2600 6th ave,Troy,NY,True,42.741852,-73.682174,174190
ELEC,2600 6TH AVE CHARGEPOINT 4,2600 6th Ave,Troy,NY,True,42.742017,-73.682125,174192
ELEC,COLACINO INUSTR COLACINO 4,126 Harrison St,Newark,NY,True,43.049507,-77.09373,174195
ELEC,COLACINO INUSTR COLACINO 3,126 Harrison Street,Newark,NY,True,43.0489,-77.09397,174196
ELEC,COLACINO INUSTR COLACINO 2,126 Harrison St,Newark,NY,True,43.049065,-77.094025,174197
ELEC,HUDSON PRESERVE BLDG 22 #2,1901 Beryl Way,Watervliet,NY,True,42.733055,-73.728065,174205
ELEC,RRH RIEDMAN CTR NG5,1455 East Ridge Road,Rochester,NY,True,43.19733,-77.57841,174293
ELEC,RRH RIEDMAN CTR NG1,1455 East Ridge Road,Rochester,NY,True,43.19752,-77.57842,174294
ELEC,RRH RIEDMAN CTR NG3,1455 East Ridge Road,Rochester,NY,True,43.19745,-77.578415,174295
ELEC,RRH RIEDMAN CTR NG2,1455 East Ridge Road,Rochester,NY,True,43.19744,-77.578415,174296
ELEC,RRH RIEDMAN CTR GW1,1455 East Ridge Road,Rochester,NY,True,43.19736,-77.57842,174297
ELEC,BURNS MGT THE SPRINGS #3,60 Weibel Ave,Saratoga Springs,NY,True,43.093051,-73.74335,174328
ELEC,BURNS MGT THE SPRINGS #4,60 Weibel Ave,Saratoga Springs,NY,True,43.094747,-73.743656,174329
ELEC,BURNS MGT THE SPRINGS #2,60 Weibel Ave,Saratoga Springs,NY,True,43.093005,-73.743346,174330
ELEC,HWS COLLEGES 288 PULTENEY 2,288 Pulteney St,Geneva,NY,True,42.859715,-76.98571,174383
ELEC,RRH CLIFTON LEFT 1,2 Coulter Rd,Clifton Springs,NY,True,42.959843,-77.135293,174408
ELEC,RRH NEWARK EAST 3,1200 Driving Park Ave,Newark,NY,True,43.060347,-77.099857,174411
ELEC,RRH NEWARK EAST 1,1200 Driving Park Ave,Newark,NY,True,43.060251,-77.099865,174412
ELEC,RRH NEWARK WEST 5,1200 Driving Park Ave,Newark,NY,True,43.060982,-77.104497,174413
ELEC,RRH NEWARK WEST 4,1200 Driving Park Ave,Newark,NY,True,43.060935,-77.104487,174414
ELEC,RRH NEWARK WEST 2,1200 Driving Park Ave,Newark,NY,True,43.060847,-77.104491,174415
ELEC,RRH NEWARK WEST 1,1200 Driving Park Ave,Newark,NY,True,43.060785,-77.104482,174416
ELEC,RRH NEWARK EAST GW2,1200 Driving Park Ave,Newark,NY,True,43.060297,-77.099863,174417
ELEC,RRH NEWARK WEST GW3,1200 Driving Park Ave,Newark,NY,True,43.060887,-77.104487,174418
ELEC,RRH ST MARYS 3,89 Genesee St,Rochester,NY,True,43.149392,-77.636784,174451
ELEC,RRH ST MARYS 5,89 Genesee St,Rochester,NY,True,43.149386,-77.63691,174452
ELEC,RRH ST MARYS 4,89 Genesee St,Rochester,NY,True,43.149397,-77.636852,174453
ELEC,RRH ST MARYS 1,89 Genesee St,Rochester,NY,True,43.14939,-77.636613,174454
ELEC,RRH CARTER 2FL NGW2,1415 Portland Ave,Rochester,NY,True,43.191585,-77.588747,174455
ELEC,RRH CARTER 1 FL NGW,1415 Portland Ave,Rochester,NY,True,43.191449,-77.58914,174456
ELEC,RRH CARTER 2FLGW1,1415 Portland Ave,Rochester,NY,True,43.191681,-77.588746,174457
ELEC,RRH CARTER 1 FL GW1,1415 Portland Ave,Rochester,NY,True,43.191475,-77.589269,174458
ELEC,SULLIVAN COUNTY SULLIVAN 1,14 Sturgis Rd,Monticello,NY,True,41.65958,-74.69082,174492
ELEC,GARDEN CHARGERS JOVIA #4,1000 Corporate Dr,Westbury,NY,True,40.740214,-73.60113,174504
ELEC,GARDEN CHARGERS JOVIA #3,1000 Corporate Dr,Westbury,NY,True,40.740154,-73.601131,174505
ELEC,GARDEN CHARGERS JOVIA #2,1000 Corporate Dr,Westbury,NY,True,40.740106,-73.601104,174506
ELEC,GARDEN CHARGERS JOVIA ASD 1,1000 Corporate Dr,Westbury,NY,True,40.740059,-73.601087,174507
ELEC,EPLLC LOCKHEED 3,143 Ocean Channel Way,Liverpool,NY,True,43.110188,-76.18723,174519
ELEC,EPLLC ELECTRONICS 1,497 Electronics Pkwy,Liverpool,NY,True,43.106861,-76.184909,174520
ELEC,STRONG MUSEUM STRONG L1 #5,1 Manhattan Square Dr,Rochester,NY,True,43.151985,-77.600943,174551
ELEC,STRONG MUSEUM STRONG L1 #1,1 Manhattan Square Dr,Rochester,NY,True,43.152205,-77.600897,174552
ELEC,STRONG MUSEUM STRONG L1 #2,1 Manhattan Square Dr,Rochester,NY,True,43.152099,-77.600934,174553
ELEC,STRONG MUSEUM STRONG L1 #3,1 Manhattan Square Dr,Rochester,NY,True,43.151953,-77.600919,174554
ELEC,35 SUTTON 1 SUTTON PL 2,35 Sutton Pl,New York,NY,True,40.75824,-73.95967,174616
ELEC,FMCC FMCC 1,2805 NY-67,Johnstown,NY,True,42.983444,-74.29299,174638
ELEC,PICOTTE 80 WOLF ROAD 1,80 Wolf Rd,Colonie,NY,True,42.715393,-73.81351,174639
ELEC,PANYNJ JFK Y GARAGE 1,JFK Access Rd JFK International Airport,Queens,NY,True,40.645659,-73.779481,174641
ELEC,PANYNJ JFK Y GARAGE 5,JFK Access Road JFK International Airport,Queens,NY,True,40.645916,-73.779152,174642
ELEC,PANYNJ JFK Y GARAGE 3,JFK Access Road JFK International Airport,Queens,NY,True,40.645758,-73.779314,174643
ELEC,WHEATLAND-CHILI HIGH SCH 2,940 N Rd,Scottsville,NY,True,43.027196,-77.762956,174681
ELEC,CITY HALL 12534 CITY HALL 2,542 Warren St,Hudson,NY,True,42.24911,-73.78468,174708
ELEC,CITY HALL 12534 CITY HALL 1,542 Warren St,Hudson,NY,True,42.2491,-73.78469,174709
ELEC,BURNS MGT SCH COMM BLD 3,1 Broom Shop Lane,Latham,NY,True,42.741644,-73.787819,174712
ELEC,BURNS MGT SCH COMM BLDG 3,1 broom shop lane,Latham,NY,True,42.741644,-73.787651,174713
ELEC,BURNS MGT SCH COMM BLD 2,1 broom shop rd,Latham,NY,True,42.739933,-73.78839,174714
ELEC,HARMONY MILLS 1 WEST 1 1.4,100 N Mohawk St,Cohoes,NY,True,42.781513,-73.705635,174726
ELEC,HARMONY MILLS 1 WEST 1 1.5,100 N Mohawk St,Cohoes,NY,True,42.781464,-73.705574,174727
ELEC,HARMONY MILLS 1 WEST 1 1.3,100 N Mohawk St,Cohoes,NY,True,42.781548,-73.705635,174728
ELEC,HARMONY MILLS 1 FALLSVIEW 1.4,100 N Mohawk St,Cohoes,NY,True,42.781666,-73.705376,174729
ELEC,HARMONY MILLS 1 FALLSVIEW 1.5,100 N Mohawk St,Cohoes,NY,True,42.781628,-73.70534,174730
ELEC,HARMONY MILLS 1 WEST 2 2.1,100 N Mohawk St,Cohoes,NY,True,42.778606,-73.70292,174731
ELEC,HARMONY MILLS 1 WEST 2 2.2,100 N Mohawk St,Cohoes,NY,True,42.778507,-73.70284,174732
ELEC,HARMONY MILLS 1 WEST 2 2.5,50 N Mohawk St,Cohoes,NY,True,42.778316,-73.70262,174733
ELEC,HARMONY MILLS 1 WEST 1,Mohawk St & Cohoes Mills,Cohoes,NY,True,42.781628,-73.70572,174734
ELEC,HARMONY MILLS 1 FALLSVIEW 1.1,Mohawk St & Cohoes Mills,Cohoes,NY,True,42.78178,-73.705505,174735
ELEC,HARMONY MILLS 1 FALLSVIEW 1.2,Mohawk St & Cohoes Mills,Cohoes,NY,True,42.781742,-73.705475,174736
ELEC,HARMONY MILLS 1 FALLSVIEW 1.3,Mohawk St & Cohoes Mills,Cohoes,NY,True,42.781723,-73.705444,174737
ELEC,HARMONY MILLS 1 RIVERVIEW 1.2,N Mohawk St & Vliet St,Cohoes,NY,True,42.78053,-73.70403,174738
ELEC,BEAVER LAKE BEAVER LAKE 1,Bog Trail,Baldwinsville,NY,True,43.179848,-76.402593,174740
ELEC,NEW HARTFORD GW-1 1.3,8635 Clinton St,New Hartford,NY,True,43.092842,-75.3164,174764
ELEC,NEW HARTFORD GW-1 1.4,8635 Clinton St,New Hartford,NY,True,43.09292,-75.31621,174765
ELEC,NEW HARTFORD GW-1 1.5,8635 Clinton St,New Hartford,NY,True,43.09286,-75.3164,174766
ELEC,NEW HARTFORD GW-1 1.6,8635 Clinton St,New Hartford,NY,True,43.092865,-75.31666,174767
ELEC,NEW HARTFORD GW-1 1.1,8635 Clinton St,New Hartford,NY,True,43.092808,-75.316605,174768
ELEC,TONAWANDA YPR GOLF DOME 2,175 Brompton Rd,Tonawanda,NY,True,43.002537,-78.84062,174770
ELEC,RRH UNITY POB 3,1561 Long Pond Rd,Rochester,NY,True,43.190998,-77.70397,174810
ELEC,RRH UNITY POB 1,1561 Long Pond Rd,Rochester,NY,True,43.19095,-77.70397,174811
ELEC,HYATT PLACE HOTEL AMHERST 2,5020 Main Street,Amherst,NY,True,42.960455,-78.769121,174886
ELEC,ATRIUM EVCHARGE PRC-EV2,634 Plank Rd,Clifton Park,NY,True,42.866709,-73.777904,174926
ELEC,ATRIUM EVCHARGE PRC-EV4,634 Plank Rd,Clifton Park,NY,True,42.866693,-73.778011,174927
ELEC,ATRIUM EVCHARGE PRC-EV1,634 Plank Rd,Clifton Park,NY,True,42.866741,-73.77799,174928
ELEC,600 RIVER ROAD 600 RIVER 92107,600 River Rd,North Tonawanda,NY,True,43.035553,-78.88712,174929
ELEC,MARKET 32 EV MARKET 32 CP,15 Park Avenue,Clifton Park,NY,True,42.865037,-73.782471,174933
ELEC,THE SAGAMORE SAGAMORE 1.4,433 Boathouse Ln,Bolton,NY,True,43.55704,-73.645096,175036
ELEC,THE SAGAMORE SAGAMORE 1.3,433 Boathouse Ln,Bolton,NY,True,43.557007,-73.64522,175037
ELEC,THE SAGAMORE SAGAMORE 1.1,433 Boathouse Ln,Bolton,NY,True,43.557083,-73.64522,175038
ELEC,THE SAGAMORE SAGAMORE 1.5,433 Boathouse Ln,Bolton,NY,True,43.55702,-73.64512,175039
ELEC,CLARKSTOWN TOC 1 & 2,10 Maple Ave,New City,NY,True,41.147003,-73.988106,175059
ELEC,ATRIUM EVCHARGE RSPJ EV 4,10 MAXWELL DRIVE,CLIFTON PARK,NY,True,42.86823,-73.781715,175080
ELEC,ATRIUM EVCHARGE RSPJ EV 3,10 Maxwell Dr,Clifton park,NY,True,42.868362,-73.78161,175081
ELEC,ATRIUM EVCHARGE RSPJ EV 2,10 Maxwell Dr,Clifton Park,NY,True,42.868332,-73.781685,175082
ELEC,PRIMA LOFTS LL ALB LOFTS 1.1,1373 Broadway,Menands,NY,True,42.676205,-73.73344,175102
ELEC,PRIMA LOFTS LL ALB LOFTS 1.4,1373 Broadway,Menands,NY,True,42.676277,-73.733406,175103
ELEC,PRIMA LOFTS LL ALB LOFTS 1.3,1373 Broadway,Menands,NY,True,42.676273,-73.73341,175104
ELEC,PRIMA LOFTS LL ALB LOFTS 1.5,1373 Broadway,Menands,NY,True,42.67617,-73.73342,175105
ELEC,FAIRFIELD VERON FAIRFIELD 1.2,5280 Willow Pl,Verona,NY,True,43.117188,-75.59616,175106
ELEC,FAIRFIELD VERON FAIRFIELD 1.1,5280 Willow Pl,Verona,NY,True,43.117188,-75.596245,175107
ELEC,14 HUDSON 14 HUDSON 1.2,14 Hudson Ave,Glens Falls,NY,True,43.30801,-73.645355,175127
ELEC,VILLAGEHALL RHINEBECK 2,55 E Market St,Rhinebeck,NY,True,41.927273,-73.91065,175155
ELEC,5TH AVE RIVER STREET 1,King St & Federal St,Troy,NY,True,42.735123,-73.68809,175239
ELEC,5TH AVE RIVER STREET 3,King St & Federal St,Troy,NY,True,42.73509,-73.687996,175240
ELEC,PEPSICO INC STATION 3,100 E Stevens Ave,Valhalla,NY,True,41.095104,-73.77466,175241
ELEC,TG EV STATIONS LEFT STATION,35 State Route 299,Gardiner,NY,True,41.74457,-74.11794,175242
ELEC,COLE GROUP COLUMBIA 1,32 Columbia Gardens,Cohoes,NY,True,42.770966,-73.71627,175243
ELEC,ATRIUM EVCHARGE PARKPLAZA EV3,56 Clifton Country Rd,Clifton park,NY,True,42.856365,-73.7832,175311
ELEC,ATRIUM EVCHARGE PARKPLAZA EV4,56 Clifton Country Rd,Clifton park,NY,True,42.856502,-73.782528,175312
ELEC,ATRIUM EVCHARGE PARKPLAZA EV1,56 Clifton Country Rd,Clifton park,NY,True,42.856457,-73.78312,175313
ELEC,ATRIUM EVCHARGE PARKPLAZA EV5,56 Clifton Country Rd,Clifton park,NY,True,42.856321,-73.78317,175314
ELEC,PICOTTE 1450 WESTERN 1.,1450 western ave,Albany,NY,True,42.680122,-73.838684,175372
ELEC,CANTONCHARGE HODSKIN ST 1.1,8 Hodskin St,Canton,NY,True,44.596222,-75.17103,175378
ELEC,VIC AND CAMPUS SUGAR SHACK 1.2,8023 NY-30,Paul Smiths,NY,True,44.44867,-74.2581,175414
ELEC,VIC AND CAMPUS LOT 13 1.2,7787 NY-30,Paul Smiths,NY,True,44.434216,-74.24732,175415
ELEC,HGI TROY HILTON TROY 1.2,243 Hoosick St,Troy,NY,True,42.739586,-73.67092,175418
ELEC,SCOTIA EVCHARGE SCOTIA EV2,138 Mohawk Ave,Scotia,NY,True,42.82649,-73.96364,175480
ELEC,SCOTIA EVCHARGE SCOTIA EV1,138 Mohawk Ave,Scotia,NY,True,42.826458,-73.96361,175481
ELEC,MUNICIPAL EVSE HOCKEY ICE RINK,Fire rd,Glens Falls,NY,True,43.322006,-73.6654,175501
ELEC,MARKET 32 EV PEDIATRICEV3,81 Schoolhouse Rd,Albany,NY,True,42.678916,-73.844846,175506
ELEC,MARKET 32 EV PEDIATRICEV2,81 Schoolhouse Rd,Albany,NY,True,42.678982,-73.844918,175507
ELEC,MARKET 32 EV NOTT ST EV1,461 Nott St,Schenectady,NY,True,42.822031,-73.932021,175586
