Año,Fabricante,Modelo,ClaseVehículo,TipoCombustible,EficienciaConv,EficienciaAlt,CO2(g/pm),HibridoEnchufable,RangoAutonomia,CostoCombustible
2019,BMW,M850i xDrive Coupe,Subcompact Cars,Premium Gasoline,20.0,0.0,433.0,False,0.0,3250.0
2019,Mercedes-Benz,AMG C43 4matic Coupe,Subcompact Cars,Premium Gasoline,22.0,0.0,411.0,False,0.0,2950.0
2019,Roush Performance,Stage 3 Mustang,Subcompact Cars,Premium Gasoline,15.0,0.0,600.0,False,0.0,4350.0
2019,Mercedes-Benz,AMG C63,Compact Cars,Premium Gasoline,21.0,0.0,424.0,False,0.0,3100.0
2019,Volkswagen,Golf R,Compact Cars,Premium Gasoline,24.0,0.0,373.0,False,0.0,2700.0
2019,BMW,X2 xDrive28i,Midsize Cars,Premium Gasoline,25.0,0.0,357.0,False,0.0,2600.0
2019,Nissan,Kicks,Midsize Cars,Regular Gasoline,33.0,0.0,271.0,False,0.0,1600.0
2019,Honda,Civic 5Dr,Large Cars,Premium Gasoline,33.0,0.0,271.0,False,0.0,2000.0
2019,Honda,Civic 5Dr,Large Cars,Premium Gasoline,32.0,0.0,274.0,False,0.0,2050.0
2019,Ford,F150 Pickup 2WD,Standard Pickup Trucks 2WD,Diesel,25.0,0.0,412.0,False,0.0,2350.0
2019,Roush Performance,F150 Pickup 2WD,Standard Pickup Trucks 2WD,Premium Gasoline,12.0,0.0,732.0,False,0.0,5450.0
2019,Ford,F150 4WD BASE PAYLOAD LT TIRE,Standard Pickup Trucks 4WD,Diesel,22.0,0.0,463.0,False,0.0,2650.0
2019,GMC,Sierra K10 4WD,Standard Pickup Trucks 4WD,Regular Gasoline,17.0,0.0,530.0,False,0.0,3100.0
2019,Toyota,RAV4,Small Sport Utility Vehicle 2WD,Regular Gasoline,30.0,0.0,302.0,False,0.0,1750.0
2019,Toyota,RAV4 AWD,Small Sport Utility Vehicle 4WD,Regular Gasoline,30.0,0.0,296.0,False,0.0,1750.0
2019,Porsche,Cayenne,Standard Sport Utility Vehicle 4WD,Premium Gasoline,21.0,0.0,427.0,False,0.0,3100.0
2019,Subaru,Crosstrek Hybrid AWD,Small Sport Utility Vehicle 4WD,Regular Gasoline,35.0,90.0,151.0,True,0.0,1500.0
2019,Mazda,2,Compact Cars,Regular Gasoline,34.0,0.0,264.0,False,0.0,1550.0
2019,Mercedes-Benz,AMG GT 63 4matic Plus,Compact Cars,Premium Gasoline,17.0,0.0,519.0,False,0.0,3850.0
2019,Mercedes-Benz,AMG GT 63 S 4matic Plus,Compact Cars,Premium Gasoline,17.0,0.0,521.0,False,0.0,3850.0
2019,Fiat,500,Minicompact Cars,Premium Gasoline,30.0,0.0,299.0,False,0.0,2200.0
2019,Audi,A3 Cabriolet,Subcompact Cars,Regular Gasoline,29.0,0.0,303.0,False,0.0,1850.0
2019,Nissan,Murano FWD,Midsize Station Wagons,Regular Gasoline,23.0,0.0,385.0,False,0.0,2300.0
2019,Toyota,Tacoma 4WD TRD PRO,Small Pickup Trucks 4WD,Regular Gasoline,20.0,0.0,448.0,False,0.0,2650.0
2019,Jeep,Renegade 2WD,Small Sport Utility Vehicle 2WD,Regular Gasoline,25.0,0.0,357.0,False,0.0,2100.0
2019,Dodge,Journey AWD,Small Sport Utility Vehicle 4WD,Regular Gasoline,19.0,0.0,470.0,False,0.0,2800.0
2019,Honda,Clarity Plug-in Hybrid,Midsize Cars,Regular Gasoline,42.0,110.0,57.0,True,0.0,1250.0
2019,Tesla,Model S 100D,Large Cars,Electricity,102.0,0.0,0.0,False,335.0,700.0
2019,Audi,A3 quattro,Subcompact Cars,Regular Gasoline,25.0,0.0,362.0,False,0.0,2100.0
2019,Volkswagen,Jetta GLI,Compact Cars,Regular Gasoline,28.0,0.0,321.0,False,0.0,1900.0
2019,Volkswagen,Golf Alltrack,Small Station Wagons,Regular Gasoline,25.0,0.0,354.0,False,0.0,2100.0
2019,BMW,i3 with Range Extender,Subcompact Cars,Premium Gasoline,31.0,100.0,22.0,False,0.0,2100.0
2019,BMW,i3s with Range Extender,Subcompact Cars,Premium Gasoline,31.0,100.0,22.0,False,0.0,2100.0
2020,Toyota,Corolla,Compact Cars,Regular Gasoline,33.0,0.0,267.0,False,0.0,1600.0
2020,Kia,Soul,Small Station Wagons,Regular Gasoline,29.0,0.0,309.0,False,0.0,1850.0
2020,Kia,Sportage FWD,Small Sport Utility Vehicle 2WD,Regular Gasoline,23.0,0.0,392.0,False,0.0,2300.0
2020,Kia,Sportage AWD,Small Sport Utility Vehicle 4WD,Regular Gasoline,21.0,0.0,421.0,False,0.0,2550.0
2020,Jaguar,XE AWD 30t,Compact Cars,Premium Gasoline,25.0,0.0,354.0,False,0.0,2600.0
2020,Jaguar,XF AWD,Midsize Cars,Premium Gasoline,27.0,0.0,333.0,False,0.0,2400.0
2020,Jaguar,XF Sportbrake AWD,Midsize Station Wagons,Premium Gasoline,24.0,0.0,370.0,False,0.0,2700.0
2020,Jaguar,E-Pace,Small Sport Utility Vehicle 4WD,Premium Gasoline,24.0,0.0,371.0,False,0.0,2700.0
2019,Mercedes-Benz,AMG GT 53 4matic Plus,Compact Cars,Premium Gasoline,21.0,0.0,425.0,False,0.0,3100.0
2018,Mazda,3 4-Door,Compact Cars,Regular Gasoline,29.0,0.0,312.0,False,0.0,1850.0
2019,Porsche,Panamera Turbo Executive,Large Cars,Premium Gasoline,21.0,0.0,420.0,False,0.0,3100.0
2019,Volkswagen,Arteon 4motion,Large Cars,Premium Gasoline,23.0,0.0,393.0,False,0.0,2850.0
2020,Land Rover,Evoque,Small Sport Utility Vehicle 4WD,Premium Gasoline,23.0,0.0,394.0,False,0.0,2850.0
2019,Porsche,Panamera 4 e-Hybrid,Large Cars,Premium Gasoline,23.0,51.0,255.0,False,0.0,2850.0
2019,Jeep,Renegade 4WD,Small Sport Utility Vehicle 4WD,Regular Gasoline,26.0,0.0,348.0,False,0.0,2050.0
2019,Jeep,Renegade Trailhawk 4WD,Small Sport Utility Vehicle 4WD,Regular Gasoline,24.0,0.0,370.0,False,0.0,2200.0
2020,BMW,230i xDrive Convertible,Subcompact Cars,Premium Gasoline,24.0,0.0,361.0,False,0.0,2700.0
2020,BMW,430i Convertible,Subcompact Cars,Premium Gasoline,27.0,0.0,327.0,False,0.0,2400.0
2020,BMW,440i Convertible,Subcompact Cars,Premium Gasoline,24.0,0.0,361.0,False,0.0,2700.0
2020,BMW,M4 Convertible,Subcompact Cars,Premium Gasoline,19.0,0.0,481.0,False,0.0,3450.0
2020,BMW,440i xDrive Coupe,Compact Cars,Premium Gasoline,21.0,0.0,412.0,False,0.0,3100.0
2020,BMW,M4 Coupe,Compact Cars,Premium Gasoline,20.0,0.0,440.0,False,0.0,3250.0
2019,Porsche,911 Turbo S Exclusive Cabriolet,Minicompact Cars,Premium Gasoline,18.0,0.0,478.0,False,0.0,3650.0
2019,Mazda,3 5-Door 4WD,Midsize Cars,Regular Gasoline,27.0,0.0,328.0,False,0.0,1950.0
2019,Porsche,Panamera 4 Executive,Large Cars,Premium Gasoline,22.0,0.0,407.0,False,0.0,2950.0
2020,BMW,Z4 M40i,Two Seaters,Premium Gasoline,26.0,0.0,334.0,False,0.0,2500.0
2020,Nissan,370Z,Two Seaters,Premium Gasoline,22.0,0.0,406.0,False,0.0,2950.0
2020,Nissan,370Z,Two Seaters,Premium Gasoline,20.0,0.0,445.0,False,0.0,3250.0
2020,Genesis,G70 RWD,Compact Cars,Premium Gasoline,25.0,0.0,357.0,False,0.0,2600.0
2020,Hyundai,Veloster,Compact Cars,Regular Gasoline,30.0,0.0,296.0,False,0.0,1750.0
2020,Aston Martin,Vantage V8,Two Seaters,Premium Gasoline,20.0,0.0,435.0,False,0.0,3250.0
2020,Aston Martin,DB11 V12,Minicompact Cars,Premium Gasoline,18.0,0.0,497.0,False,0.0,3650.0
2020,Hyundai,Elantra,Midsize Cars,Regular Gasoline,36.0,0.0,250.0,False,0.0,1500.0
2020,Acura,RDX FWD,Small Sport Utility Vehicle 2WD,Premium Gasoline,24.0,0.0,370.0,False,0.0,2700.0
2019,Tesla,Model S Performance (21in Wheels),Large Cars,Electricity,97.0,0.0,0.0,False,325.0,750.0
2020,Hyundai,Kona AWD,Small Sport Utility Vehicle 4WD,Regular Gasoline,28.0,0.0,324.0,False,0.0,1900.0
2019,Audi,TT RS,Subcompact Cars,Premium Gasoline,23.0,0.0,388.0,False,0.0,2850.0
2020,Chevrolet,Malibu,Midsize Cars,Premium Gasoline,26.0,0.0,344.0,False,0.0,2500.0
2020,Subaru,Ascent,Standard Sport Utility Vehicle 4WD,Regular Gasoline,23.0,0.0,386.0,False,0.0,2300.0
2020,Subaru,Ascent Limited/Touring,Standard Sport Utility Vehicle 4WD,Regular Gasoline,22.0,0.0,401.0,False,0.0,2400.0
2019,Audi,A4 allroad quattro,Small Station Wagons,Premium Gasoline,25.0,0.0,356.0,False,0.0,2600.0
2020,Buick,Envision AWD,Small Sport Utility Vehicle 4WD,Premium Gasoline,22.0,0.0,402.0,False,0.0,2950.0
2020,Hyundai,Tucson AWD,Small Sport Utility Vehicle 4WD,Regular Gasoline,23.0,0.0,387.0,False,0.0,2300.0
2020,Land Rover,Range Rover Velar P380,Small Sport Utility Vehicle 4WD,Premium Gasoline,20.0,0.0,439.0,False,0.0,3250.0
2020,Lexus,RC F,Subcompact Cars,Premium Gasoline,19.0,0.0,459.0,False,0.0,3450.0
2020,Genesis,G80 RWD,Large Cars,Premium Gasoline,19.0,0.0,474.0,False,0.0,3450.0
2020,Kia,Optima,Large Cars,Regular Gasoline,31.0,0.0,292.0,False,0.0,1700.0
2020,Kia,Optima,Large Cars,Regular Gasoline,24.0,0.0,371.0,False,0.0,2200.0
2020,Hyundai,Santa Fe FWD,Small Sport Utility Vehicle 2WD,Regular Gasoline,23.0,0.0,399.0,False,0.0,2300.0
2020,Lexus,NX 300,Small Sport Utility Vehicle 2WD,Premium Gasoline,25.0,0.0,358.0,False,0.0,2600.0
2020,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,Regular Gasoline,26.0,0.0,341.0,False,0.0,2050.0
2020,Toyota,Prius Prime,Midsize Cars,Regular Gasoline,54.0,133.0,78.0,True,0.0,1000.0
2020,Volvo,V60 FWD,Small Station Wagons,Premium Gasoline,27.0,0.0,322.0,False,0.0,2400.0
2020,Chevrolet,Equinox FWD,Small Sport Utility Vehicle 2WD,Premium Gasoline,25.0,0.0,350.0,False,0.0,2600.0
2020,GMC,Terrain FWD,Small Sport Utility Vehicle 2WD,Regular Gasoline,27.0,0.0,325.0,False,0.0,1950.0
2020,Chevrolet,Equinox AWD,Small Sport Utility Vehicle 4WD,Premium Gasoline,24.0,0.0,367.0,False,0.0,2700.0
2019,Tesla,Model S Standard Range,Large Cars,Electricity,109.0,0.0,0.0,False,285.0,650.0
2020,Mercedes-Benz,AMG GT Roadster,Two Seaters,Premium Gasoline,18.0,0.0,488.0,False,0.0,3650.0
2020,Chevrolet,Trax AWD,Small Sport Utility Vehicle 4WD,Regular Gasoline,26.0,0.0,344.0,False,0.0,2050.0
2020,Infiniti,QX60 AWD,Small Sport Utility Vehicle 4WD,Premium Gasoline,22.0,0.0,410.0,False,0.0,2950.0
2020,Subaru,BRZ tS,Minicompact Cars,Premium Gasoline,23.0,0.0,384.0,False,0.0,2850.0
2020,Chevrolet,Camaro,Subcompact Cars,Premium Gasoline,25.0,0.0,353.0,False,0.0,2600.0
2020,Subaru,WRX,Compact Cars,Premium Gasoline,23.0,0.0,382.0,False,0.0,2850.0
2020,Subaru,WRX,Compact Cars,Premium Gasoline,21.0,0.0,422.0,False,0.0,3100.0
2020,Buick,Regal,Midsize Cars,Premium Gasoline,26.0,0.0,343.0,False,0.0,2500.0
2020,Hyundai,Elantra GT,Large Cars,Regular Gasoline,26.0,0.0,352.0,False,0.0,2050.0
2020,Chevrolet,Suburban C1500 2WD,Standard Sport Utility Vehicle 2WD,Regular Gasoline,18.0,13.0,505.0,False,0.0,2950.0
2020,Chevrolet,Tahoe C1500 2WD,Standard Sport Utility Vehicle 2WD,Regular Gasoline,18.0,0.0,505.0,False,0.0,2950.0
2020,GMC,Yukon C1500 2WD,Standard Sport Utility Vehicle 2WD,Regular Gasoline,18.0,0.0,505.0,False,0.0,2950.0
2020,GMC,Yukon C1500 XL 2WD,Standard Sport Utility Vehicle 2WD,Regular Gasoline,18.0,0.0,505.0,False,0.0,2950.0
2020,Cadillac,Escalade 4WD,Standard Sport Utility Vehicle 4WD,Premium Gasoline,17.0,0.0,537.0,False,0.0,3850.0
2020,Chevrolet,Tahoe K1500 4WD,Standard Sport Utility Vehicle 4WD,Regular Gasoline,17.0,13.0,513.0,False,0.0,3100.0
2020,Chevrolet,Suburban K1500 4WD,Standard Sport Utility Vehicle 4WD,Regular Gasoline,16.0,12.0,543.0,False,0.0,3300.0
2020,GMC,Yukon K1500 4WD,Standard Sport Utility Vehicle 4WD,Regular Gasoline,17.0,13.0,513.0,False,0.0,3100.0
2019,Audi,A6 quattro,Midsize Cars,Premium Gasoline,27.0,0.0,329.0,False,0.0,2400.0
2020,Kia,Sorento AWD,Small Sport Utility Vehicle 4WD,Regular Gasoline,23.0,0.0,389.0,False,0.0,2300.0
2020,Chevrolet,Suburban C1500 2WD,Standard Sport Utility Vehicle 2WD,Premium Gasoline,17.0,0.0,517.0,False,0.0,3850.0
2020,Nissan,GT-R,Subcompact Cars,Premium Gasoline,18.0,0.0,482.0,False,0.0,3650.0
2020,Genesis,G90 AWD,Large Cars,Premium Gasoline,18.0,0.0,500.0,False,0.0,3650.0
2020,Genesis,G90 RWD,Large Cars,Premium Gasoline,19.0,0.0,485.0,False,0.0,3450.0
2020,Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,Regular Gasoline,22.0,0.0,406.0,False,0.0,2400.0
2020,Chevrolet,Colorado 4WD,Small Pickup Trucks 4WD,Regular Gasoline,19.0,0.0,461.0,False,0.0,2800.0
2020,Chevrolet,Colorado 4WD,Small Pickup Trucks 4WD,Regular Gasoline,21.0,0.0,428.0,False,0.0,2550.0
2020,GMC,Canyon 4WD,Small Pickup Trucks 4WD,Regular Gasoline,21.0,0.0,428.0,False,0.0,2550.0
2020,Chevrolet,Suburban K1500 4WD,Standard Sport Utility Vehicle 4WD,Regular Gasoline,16.0,0.0,547.0,False,0.0,3300.0
2020,BMW,Z4 sDrive30i,Two Seaters,Premium Gasoline,27.0,0.0,324.0,False,0.0,2400.0
2020,Jaguar,F-Type SVR AWD Convertible,Two Seaters,Premium Gasoline,18.0,0.0,481.0,False,0.0,3650.0
2020,Fiat,500 L,Small Station Wagons,Premium Gasoline,25.0,0.0,356.0,False,0.0,2600.0
2020,Ram,1500 2WD,Standard Pickup Trucks 2WD,Midgrade Gasoline,19.0,0.0,467.0,False,0.0,3200.0
2020,Ram,1500 HFE 2WD,Standard Pickup Trucks 2WD,Regular Gasoline,23.0,0.0,394.0,False,0.0,2300.0
2020,Jeep,Cherokee FWD,Small Sport Utility Vehicle 2WD,Regular Gasoline,25.0,0.0,352.0,False,0.0,2100.0
2020,Acura,MDX AWD A-SPEC,Small Sport Utility Vehicle 4WD,Premium Gasoline,21.0,0.0,415.0,False,0.0,3100.0
2020,BMW,X4 M,Small Sport Utility Vehicle 4WD,Premium Gasoline,16.0,0.0,546.0,False,0.0,4100.0
2020,Jeep,Wrangler Unlimited 4WD,Small Sport Utility Vehicle 4WD,Regular Gasoline,20.0,0.0,444.0,False,0.0,2650.0
2020,Mercedes-Benz,GLE350,Small Sport Utility Vehicle 4WD,Premium Gasoline,22.0,0.0,397.0,False,0.0,2950.0
2019,Porsche,Macan,Small Sport Utility Vehicle 4WD,Premium Gasoline,21.0,0.0,426.0,False,0.0,3100.0
2020,BMW,840i xDrive Coupe,Subcompact Cars,Premium Gasoline,23.0,0.0,380.0,False,0.0,2850.0
2020,BMW,840i Convertible,Subcompact Cars,Premium Gasoline,24.0,0.0,361.0,False,0.0,2700.0
2020,BMW,M850i xDrive Coupe,Subcompact Cars,Premium Gasoline,20.0,0.0,435.0,False,0.0,3250.0
2020,BMW,M850i xDrive Convertible,Subcompact Cars,Premium Gasoline,20.0,0.0,450.0,False,0.0,3250.0
2020,MINI,Cooper S Hardtop 2 door,Subcompact Cars,Premium Gasoline,30.0,0.0,297.0,False,0.0,2200.0
2020,Mercedes-Benz,CLS450,Compact Cars,Premium Gasoline,26.0,0.0,334.0,False,0.0,2500.0
2020,Acura,RLX Hybrid,Midsize Cars,Premium Gasoline,28.0,0.0,316.0,False,0.0,2350.0
2020,BMW,M550i xDrive,Midsize Cars,Premium Gasoline,20.0,0.0,435.0,False,0.0,3250.0
2020,BMW,840i Gran Coupe,Midsize Cars,Premium Gasoline,24.0,0.0,361.0,False,0.0,2700.0
2020,Maserati,Ghibli S,Midsize Cars,Premium Gasoline,19.0,0.0,460.0,False,0.0,3450.0
2020,MINI,Cooper S Clubman,Midsize Cars,Premium Gasoline,29.0,0.0,304.0,False,0.0,2250.0
2020,Chevrolet,Impala,Large Cars,Regular Gasoline,22.0,16.0,411.0,False,0.0,2400.0
2020,Honda,Civic 5Dr,Large Cars,Premium Gasoline,32.0,0.0,279.0,False,0.0,2050.0
2020,Honda,Pilot FWD,Small Sport Utility Vehicle 2WD,Regular Gasoline,22.0,0.0,405.0,False,0.0,2400.0
2020,Jeep,Wrangler Unlimited 4WD,Small Sport Utility Vehicle 4WD,Regular Gasoline,21.0,0.0,423.0,False,0.0,2550.0
2020,Jeep,Grand Cherokee 2WD,Standard Sport Utility Vehicle 4WD,Regular Gasoline,21.0,0.0,414.0,False,0.0,2550.0
2020,BMW,X7 xDrive50i,Standard Sport Utility Vehicle 4WD,Premium Gasoline,17.0,0.0,511.0,False,0.0,3850.0
2020,Land Rover,Discovery,Standard Sport Utility Vehicle 4WD,Premium Gasoline,18.0,0.0,500.0,False,0.0,3650.0
2020,Land Rover,Discovery,Standard Sport Utility Vehicle 4WD,Diesel,23.0,0.0,448.0,False,0.0,2550.0
2020,Maserati,Levante,Standard Sport Utility Vehicle 4WD,Premium Gasoline,17.0,0.0,521.0,False,0.0,3850.0
2020,Maserati,Levante GTS,Standard Sport Utility Vehicle 4WD,Premium Gasoline,15.0,0.0,580.0,False,0.0,4350.0
2020,Mercedes-Benz,E450 Coupe,Subcompact Cars,Premium Gasoline,23.0,0.0,388.0,False,0.0,2850.0
2020,Mercedes-Benz,E450 4matic Convertible,Subcompact Cars,Premium Gasoline,22.0,0.0,408.0,False,0.0,2950.0
2020,Ford,Fusion AWD,Midsize Cars,Regular Gasoline,23.0,0.0,384.0,False,0.0,2300.0
2020,Lincoln,MKZ FWD,Midsize Cars,Regular Gasoline,24.0,0.0,373.0,False,0.0,2200.0
2020,Toyota,Avalon Hybrid XLE,Midsize Cars,Regular Gasoline,44.0,0.0,201.0,False,0.0,1200.0
2020,Chevrolet,Silverado 2WD,Standard Pickup Trucks 2WD,Regular Gasoline,17.0,0.0,524.0,False,0.0,3100.0
2020,GMC,Sierra 2WD,Standard Pickup Trucks 2WD,Diesel,26.0,0.0,392.0,False,0.0,2250.0
2020,GMC,Sierra 2WD,Standard Pickup Trucks 2WD,Regular Gasoline,17.0,0.0,524.0,False,0.0,3100.0
2020,Chevrolet,Silverado 4WD,Standard Pickup Trucks 4WD,Premium Gasoline,17.0,0.0,516.0,False,0.0,3850.0
2020,Chevrolet,Silverado 4WD,Standard Pickup Trucks 4WD,Regular Gasoline,20.0,0.0,442.0,False,0.0,2650.0
2020,GMC,Sierra 4WD,Standard Pickup Trucks 4WD,Regular Gasoline,19.0,0.0,479.0,False,0.0,2800.0
2020,GMC,Sierra 4WD,Standard Pickup Trucks 4WD,Regular Gasoline,20.0,0.0,442.0,False,0.0,2650.0
2020,GMC,Sierra Cab Chassis 4WD,Special Purpose Vehicle 4WD,Regular Gasoline,15.0,0.0,594.0,False,0.0,3550.0
2020,Mercedes-Benz,GLC300,Small Sport Utility Vehicle 2WD,Premium Gasoline,24.0,0.0,366.0,False,0.0,2700.0
2020,Jeep,Compass 4WD,Small Sport Utility Vehicle 4WD,Regular Gasoline,25.0,0.0,358.0,False,0.0,2100.0
2020,Jeep,Compass 4WD,Small Sport Utility Vehicle 4WD,Regular Gasoline,25.0,0.0,355.0,False,0.0,2100.0
2020,Honda,Civic 4Dr,Midsize Cars,Premium Gasoline,30.0,0.0,294.0,False,0.0,2200.0
2020,Chrysler,Pacifica,Minivan - 2WD,Regular Gasoline,22.0,0.0,401.0,False,0.0,2400.0
2020,Honda,Odyssey,Minivan - 2WD,Regular Gasoline,22.0,0.0,394.0,False,0.0,2400.0
2020,Ford,Fusion Energi Plug-in Hybrid,Midsize Cars,Regular Gasoline,42.0,103.0,99.0,True,0.0,1250.0
2020,Mercedes-Benz,C300 Coupe,Subcompact Cars,Premium Gasoline,25.0,0.0,351.0,False,0.0,2600.0
2020,Porsche,Panamera 4S,Large Cars,Premium Gasoline,21.0,0.0,419.0,False,0.0,3100.0
2020,Mercedes-Benz,Metris (Passenger Van),Special Purpose Vehicle 2WD,Premium Gasoline,21.0,0.0,413.0,False,0.0,3100.0
2020,Mercedes-Benz,Metris (Cargo Van),Special Purpose Vehicle 2WD,Premium Gasoline,22.0,0.0,398.0,False,0.0,2950.0
2020,Toyota,4Runner 2WD,Standard Sport Utility Vehicle 2WD,Regular Gasoline,17.0,0.0,503.0,False,0.0,3100.0
2020,Chrysler,Pacifica Hybrid,Minivan - 2WD,Regular Gasoline,30.0,82.0,119.0,True,0.0,1750.0
2020,Volvo,V60 AWD PHEV,Small Station Wagons,Premium Gasoline,30.0,69.0,155.0,True,0.0,2200.0
2020,Toyota,86,Minicompact Cars,Premium Gasoline,27.0,0.0,328.0,False,0.0,2400.0
2020,Ford,Mustang Convertible,Subcompact Cars,Regular Gasoline,23.0,0.0,386.0,False,0.0,2300.0
2020,Chevrolet,Blazer FWD,Small Sport Utility Vehicle 2WD,Regular Gasoline,21.0,0.0,414.0,False,0.0,2550.0
2020,Chevrolet,Blazer AWD,Small Sport Utility Vehicle 4WD,Regular Gasoline,21.0,0.0,433.0,False,0.0,2550.0
2020,Land Rover,Discovery Sport,Small Sport Utility Vehicle 4WD,Premium Gasoline,21.0,0.0,427.0,False,0.0,3100.0
2020,Lexus,RX 350 L AWD,Small Sport Utility Vehicle 4WD,Regular Gasoline,21.0,0.0,432.0,False,0.0,2550.0
2020,Lexus,RX 450h L AWD,Standard Sport Utility Vehicle 4WD,Premium Gasoline,29.0,0.0,305.0,False,0.0,2250.0
2020,Lexus,LX 570,Standard Sport Utility Vehicle 4WD,Premium Gasoline,14.0,0.0,636.0,False,0.0,4650.0
2020,BMW,M8 Competition Coupe,Subcompact Cars,Premium Gasoline,17.0,0.0,518.0,False,0.0,3850.0
2020,Toyota,Yaris,Compact Cars,Regular Gasoline,34.0,0.0,264.0,False,0.0,1550.0
2020,BMW,M5,Midsize Cars,Premium Gasoline,17.0,0.0,518.0,False,0.0,3850.0
2020,Toyota,Camry XSE,Midsize Cars,Regular Gasoline,26.0,0.0,345.0,False,0.0,2050.0
2020,Toyota,Camry XLE/XSE,Midsize Cars,Regular Gasoline,31.0,0.0,284.0,False,0.0,1700.0
2020,Rolls-Royce,Ghost,Large Cars,Premium Gasoline,14.0,0.0,637.0,False,0.0,4650.0
2020,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,Regular Gasoline,18.0,0.0,481.0,False,0.0,2950.0
2020,BMW,X7 xDrive40i,Standard Sport Utility Vehicle 4WD,Premium Gasoline,22.0,0.0,409.0,False,0.0,2950.0
2020,Lamborghini,Urus,Standard Sport Utility Vehicle 4WD,Premium Gasoline,14.0,0.0,617.0,False,0.0,4650.0
2020,Porsche,911 Carrera 4S Cabriolet,Minicompact Cars,Premium Gasoline,20.0,0.0,445.0,False,0.0,3250.0
2020,Lincoln,Corsair AWD,Small Sport Utility Vehicle 4WD,Regular Gasoline,24.0,0.0,372.0,False,0.0,2200.0
2020,BMW,X6 sDrive40i,Standard Sport Utility Vehicle 2WD,Premium Gasoline,23.0,0.0,390.0,False,0.0,2850.0
2020,BYD,e6,Small Sport Utility Vehicle 2WD,Electricity,72.0,0.0,0.0,False,187.0,1000.0
2020,Hyundai,Kona Electric,Small Sport Utility Vehicle 2WD,Electricity,120.0,0.0,0.0,False,258.0,600.0
2020,Mercedes-Benz,AMG GT R Coupe,Two Seaters,Premium Gasoline,17.0,0.0,526.0,False,0.0,3850.0
2020,Lexus,IS 350 AWD,Compact Cars,Premium Gasoline,21.0,0.0,422.0,False,0.0,3100.0
2020,Lexus,LS 500,Midsize Cars,Premium Gasoline,23.0,0.0,389.0,False,0.0,2850.0
2020,Honda,Accord Hybrid,Large Cars,Regular Gasoline,48.0,0.0,185.0,False,0.0,1100.0
2019,STI,S209,Compact Cars,Premium Gasoline,17.0,0.0,518.0,False,0.0,3850.0
2020,Honda,Civic 2Dr,Compact Cars,Regular Gasoline,33.0,0.0,264.0,False,0.0,1600.0
2020,Toyota,C-HR,Compact Cars,Regular Gasoline,29.0,0.0,305.0,False,0.0,1850.0
2020,Alfa Romeo,Giulia,Midsize Cars,Premium Gasoline,27.0,0.0,330.0,False,0.0,2400.0
2020,Honda,Civic 4Dr,Midsize Cars,Regular Gasoline,33.0,0.0,266.0,False,0.0,1600.0
2020,Honda,Civic 4Dr,Midsize Cars,Regular Gasoline,29.0,0.0,300.0,False,0.0,1850.0
2020,Honda,Civic 4Dr,Midsize Cars,Regular Gasoline,32.0,0.0,276.0,False,0.0,1650.0
2020,Ram,1500 4WD,Standard Pickup Trucks 4WD,Diesel,24.0,0.0,418.0,False,0.0,2450.0
2020,Lamborghini,Aventador Coupe,Two Seaters,Premium Gasoline,11.0,0.0,787.0,False,0.0,5950.0
2020,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,Regular Gasoline,22.0,16.0,409.0,False,0.0,2400.0
2020,Ford,F150 2WD FFV BASE PAYLOAD LT,Standard Pickup Trucks 2WD,Regular Gasoline,18.0,14.0,494.0,False,0.0,2950.0
2020,Ford,F150 Pickup 2WD,Standard Pickup Trucks 2WD,Regular Gasoline,22.0,0.0,402.0,False,0.0,2400.0
2020,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,Regular Gasoline,18.0,13.0,506.0,False,0.0,2950.0
2020,Mercedes-Benz,GLB250,Small Sport Utility Vehicle 2WD,Premium Gasoline,26.0,0.0,344.0,False,0.0,2500.0
2020,Mercedes-Benz,GLB250 4matic,Small Sport Utility Vehicle 4WD,Premium Gasoline,26.0,0.0,338.0,False,0.0,2500.0
2020,Mercedes-Benz,AMG S63 4matic Plus Coupe,Compact Cars,Premium Gasoline,20.0,0.0,437.0,False,0.0,3250.0
2020,Mercedes-Benz,AMG GLC63 4matic Plus,Small Sport Utility Vehicle 4WD,Premium Gasoline,18.0,0.0,489.0,False,0.0,3650.0
2020,Mercedes-Benz,AMG GLC63 4matic Plus Coupe,Small Sport Utility Vehicle 4WD,Premium Gasoline,18.0,0.0,489.0,False,0.0,3650.0
2020,Mercedes-Benz,AMG C63 Convertible,Subcompact Cars,Premium Gasoline,20.0,0.0,452.0,False,0.0,3250.0
2020,Audi,S4,Compact Cars,Premium Gasoline,23.0,0.0,393.0,False,0.0,2850.0
2020,Lexus,UX 250h,Compact Cars,Regular Gasoline,42.0,0.0,209.0,False,0.0,1250.0
2020,Mitsubishi,Mirage,Compact Cars,Regular Gasoline,39.0,0.0,228.0,False,0.0,1350.0
2020,Volkswagen,GTI,Compact Cars,Regular Gasoline,27.0,0.0,327.0,False,0.0,1950.0
2020,Audi,S7,Midsize Cars,Premium Gasoline,22.0,0.0,410.0,False,0.0,2950.0
