Vehicle ID,Fuel ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Engine Type,Engine Size,Manufacturer,Category,Fuel,Fuel Configuration Name,Electric-Only Range
11887,11,213,29,Yukon C1500 2WD,2018,12.0,17.0,14.5,16.0,23.0,14.5,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11888,11,213,29,Yukon C1500 XL 2WD,2018,12.0,17.0,14.5,16.0,23.0,14.5,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11889,11,213,29,Yukon K1500 4WD,2018,11.0,16.0,13.5,16.0,23.0,13.5,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11890,11,213,29,Yukon K1500 XL 4WD,2018,11.0,15.0,13.0,15.0,22.0,13.0,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11821,35,385,29,F-Pace,2018,,,,26.0,33.0,29.5,CI,2.0L,Jaguar,SUV,Biodiesel (B20),Dedicated,
11892,11,275,29,Cherokee 4WD,2018,14.0,21.0,17.5,21.0,28.0,17.5,SI,2.4L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
11891,11,275,29,Cherokee FWD,2018,15.0,22.0,18.5,21.0,30.0,18.5,SI,2.4L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
11893,11,275,29,Renegade 4x2,2018,16.0,23.0,19.5,22.0,30.0,19.5,SI,2.4L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
11820,35,387,29,Range Rover Velar,2018,,,,26.0,30.0,28.0,CI,2.0L,Land Rover,SUV,Biodiesel (B20),Dedicated,
11968,45,243,29,RX 450h AWD,2018,,,,31.0,28.0,29.5,SI,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
11995,45,243,29,RX 450h  L AWD,2018,,,,28.0,29.0,28.5,SI,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
11894,11,239,29,CLA 250 4matic,2018,17.0,24.0,20.5,24.0,32.0,20.5,SI,2.0L,Mercedes-Benz,SUV,Ethanol (E85),Flexible Fuel,
11895,11,239,29,GLA 250 4matic,2018,17.0,23.0,20.0,23.0,31.0,20.0,SI,2.0L,Mercedes-Benz,SUV,Ethanol (E85),Flexible Fuel,
11984,57,239,29,GLC 350e 4MATIC,2018,74.0,,,24.0,27.0,25.5,SI,2.0L ,Mercedes-Benz,SUV,Plug-in Hybrid Electric,Dedicated,
11896,11,239,29,GLE 350 4matic,2018,13.0,17.0,15.0,18.0,22.0,15.0,SI,3.5L,Mercedes-Benz,SUV,Ethanol (E85),Flexible Fuel,
11950,57,239,29,GLE550e,2018,69.0,,,20.0,23.0,21.5,SI,3.0L,Mercedes-Benz,SUV,Plug-in Hybrid Electric,Hybrid Electric,
11972,57,263,29,Outlander PHEV,2018,74.0,,,25.0,26.0,25.5,SI,2.0L,Mitsubishi,SUV,Plug-in Hybrid Electric,Hybrid Electric,
11927,45,217,29,Rogue AWD Hybrid,2018,,,,31.0,34.0,32.5,SI,2.0L,Nissan,SUV,Hybrid Electric,Hybrid Electric,
11928,45,217,29,Rogue FWD Hybrid,2018,,,,33.0,35.0,34.0,SI,2.0L,Nissan,SUV,Hybrid Electric,Hybrid Electric,
11997,57,391,29,Cayenne S e-Hybrid,2018,47.0,,,21.0,24.0,22.5,SI,3.0L ,Porsche,SUV,Plug-in Hybrid Electric,Hybrid Electric,
11959,41,237,29,Model X AWD - 100D,2018,86.0,89.0,87.5,,,87.5,e-motor,193 kW,Tesla,SUV,Electric,Dedicated,
11958,41,237,29,Model X AWD - 75D,2018,91.0,95.0,93.0,,,93.0,e-motor,193 kW,Tesla,SUV,Electric,Dedicated,
11961,41,237,29,Model X AWD - P100D,2018,83.0,89.0,86.0,,,86.0,e-motor,193 kW,Tesla,SUV,Electric,Dedicated,
11982,45,221,29,Highlander Hybrid AWD,2018,,,,29.0,27.0,28.0,SI,3.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
11983,45,221,29,Highlander Hybrid AWD LE Plus,2018,,,,30.0,28.0,29.0,SI,3.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
11935,45,221,29,RAV4 Hybrid AWD,2018,,,,34.0,30.0,32.0,SI,2.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
11953,57,395,29,XC60 AWD,2018,59.0,,,26.0,28.0,27.0,SI,2.0L,Volvo,SUV,Plug-in Hybrid Electric,Hybrid Electric,
11954,57,395,29,XC90 AWD,2018,62.0,,,26.0,30.0,28.0,SI,2.0L,Volvo,SUV,Plug-in Hybrid Electric,Hybrid Electric,
11783,45,365,29,MDX Hybrid,2017,,,,26.0,27.0,26.5,SI,3.0L,Acura,SUV,Hybrid Electric,Dedicated,
11817,11,377,29,Q5 AWD,2017,20.0,27.0,23.5,14.0,19.0,23.5,SI,2.0L,Audi,SUV,Ethanol (E85),Dedicated,
11720,57,211,29,X5 xDrive40e,2017,,,,,,,e-motor,2.0L,BMW,SUV,Plug-in Hybrid Electric,Dedicated,
11655,11,215,29,Equinox AWD,2017,14.0,20.0,17.0,20.0,28.0,17.0,SI,2.4L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11654,11,215,29,Equinox FWD,2017,15.0,21.0,18.0,21.0,31.0,18.0,SI,2.4L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11656,11,215,29,Suburban C1500 2WD,2017,12.0,17.0,14.5,16.0,23.0,14.5,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11658,11,215,29,Suburban K1500 4WD,2017,11.0,15.0,13.0,15.0,22.0,13.0,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11657,11,215,29,Tahoe C1500 2WD,2017,12.0,17.0,14.5,16.0,23.0,14.5,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11659,11,215,29,Tahoe K1500 4WD,2017,11.0,16.0,13.5,16.0,22.0,13.5,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11664,11,225,29,Journey,2017,13.0,18.0,15.5,17.0,25.0,15.5,SI,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
11670,11,219,29,Escape FWD FFV,2017,15.0,22.0,18.5,21.0,29.0,18.5,SI,2.5L,Ford,SUV,Ethanol (E85),Flexible Fuel,
11671,11,219,29,Explorer 2WD FFV,2017,13.0,18.0,15.5,17.0,24.0,15.5,SI,3.5L,Ford,SUV,Ethanol (E85),Flexible Fuel,
11672,11,219,29,Explorer AWD FFV,2017,12.0,17.0,14.5,16.0,23.0,14.5,SI,3.5L,Ford,SUV,Ethanol (E85),Flexible Fuel,
11677,11,213,29,Terrain FWD,2017,15.0,21.0,18.0,21.0,31.0,18.0,SI,2.4L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11678,11,213,29,Yukon C1500 2WD,2017,12.0,17.0,14.5,16.0,23.0,14.5,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11679,11,213,29,Yukon C1500 XL 2WD,2017,12.0,17.0,14.5,16.0,23.0,14.5,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11680,11,213,29,Yukon K1500 4WD,2017,11.0,16.0,13.5,16.0,22.0,13.5,SI,5.3L ,GMC,SUV,Ethanol (E85),Flexible Fuel,
11681,11,213,29,Yukon K1500 XL 4WD,2017,11.0,15.0,13.0,15.0,22.0,13.0,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11646,9,351,29,Tucson,2017,49.0,50.0,49.5,,,49.5,SI,,Hyundai,SUV,Hydrogen Fuel Cell,Flexible Fuel,
11792,45,359,29,Q60 Hybrid AWD,2017,,,,25.0,27.0,26.0,SI,3.5L,Infiniti,SUV,Hybrid Electric,Hybrid Electric,
11793,45,359,29,Q60 Hybrid FWD,2017,,,,25.0,27.0,26.0,SI,3.5L,Infiniti,SUV,Hybrid Electric,Hybrid Electric,
11737,35,385,29,F-Pace,2017,,,,26.0,33.0,29.5,CI,2.0L ,Jaguar,SUV,Biodiesel (B20),Dedicated,
11683,11,275,29,Cherokee 4WD,2017,15.0,21.0,18.0,21.0,28.0,18.0,SI,2.4L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
11682,11,275,29,Cherokee FWD,2017,16.0,23.0,19.5,21.0,30.0,19.5,SI,2.4L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
11741,35,275,29,Grand Cherokee 2WD/4WD,2017,,,,,,,CI,3.0L,Jeep,SUV,Biodiesel (B20),Dedicated,
11684,11,275,29,Renegade 2WD,2017,26.0,23.0,24.5,22.0,30.0,24.5,SI,2.4L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
11736,35,387,29,Range Rover Sport,2017,,,,22.0,28.0,25.0,CI,3.0L,Land Rover,SUV,Biodiesel (B20),Dedicated,
11795,45,243,29,NX 300h,2017,,,,33.0,30.0,31.5,SI,2.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
11706,45,243,29,RX 450h,2017,,,,31.0,28.0,29.5,SI,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
11685,11,239,29,GLA250 4matic,2017,17.0,23.0,20.0,23.0,31.0,20.0,SI,2.0L,Mercedes-Benz,SUV,Ethanol (E85),Flexible Fuel,
11686,11,239,29,GLE350 4matic,2017,13.0,17.0,15.0,18.0,22.0,15.0,SI,3.5L ,Mercedes-Benz,SUV,Ethanol (E85),Flexible Fuel,
11798,57,239,29,GLE550e,2017,43.0,,,20.0,23.0,21.5,SI,3.0L,Mercedes-Benz,SUV,Plug-in Hybrid Electric,Dedicated,
11802,45,217,29,Rogue AWD Hybrid,2017,,,,31.0,34.0,32.5,SI,2.5L,Nissan,SUV,Hybrid Electric,Hybrid Electric,
11803,45,217,29,Rogue FWD Hybrid,2017,,,,33.0,35.0,34.0,SI,2.5L,Nissan,SUV,Hybrid Electric,Hybrid Electric,
11804,45,217,29,Rogue SV FWD Hybrid,2017,,,,,,,SI,2.5L,Nissan,SUV,Hybrid Electric,Hybrid Electric,
11801,57,391,29,Cayenne S e-Hybrid,2017,46.0,,,21.0,24.0,22.5,SI,3.0L,Porsche,SUV,Plug-in Hybrid Electric,Dedicated,
11724,57,391,29,Cayenne S e-Hybrid,2017,,,,,,,e-motor,3.0L,Porsche,SUV,Plug-in Hybrid Electric,Dedicated,
11960,41,237,29,Model X AWD - 100D,2017,86.0,89.0,87.5,,,87.5,e-motor,193 kW,Tesla,SUV,Electric,Dedicated,
11812,41,237,29,Model X AWD - 60D,2017,91.0,94.0,92.5,,,92.5,e-motor,193 kW,Tesla,SUV,Electric,Dedicated,
11773,41,237,29,Model X AWD - 75D,2017,91.0,95.0,93.0,,,93.0,e-motor,193 kW,Tesla,SUV,Electric,Dedicated,
11774,41,237,29,Model X AWD - 90D,2017,90.0,94.0,92.0,,,92.0,e-motor,193 kW,Tesla,SUV,Electric,Dedicated,
11775,41,237,29,Model X AWD - P100D,2017,81.0,92.0,86.5,,,86.5,e-motor,193 kW,Tesla,SUV,Electric,Dedicated,
11776,41,237,29,Model X AWD - P90D,2017,89.0,90.0,89.5,,,89.5,e-motor,193 kW,Tesla,SUV,Electric,Dedicated,
11807,45,221,29,Highlander Hybrid 4WD,2017,,,,29.0,27.0,28.0,SI,3.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
11808,45,221,29,Highlander Hybrid 4WD LE Plus,2017,,,,30.0,28.0,29.0,SI,3.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
11714,45,221,29,RAV4 Hybrid AWD,2017,,,,34.0,30.0,32.0,SI,2.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
11811,57,395,29,XC90 T8 Plug-in Hybrid,2017,54.0,,,24.0,27.0,25.5,SI,2.0L,Volvo,SUV,Plug-in Hybrid Electric,Dedicated,
11725,57,395,29,XC90 T8 Plug-in Hybrid,2017,,,,,,,e-motor,2.0L,Volvo,SUV,Plug-in Hybrid Electric,Dedicated,
11505,11,377,29,Q5 AWD,2016,20.0,27.0,23.5,14.0,19.0,23.5,SI,2.0L,Audi,SUV,Ethanol (E85),Dedicated,
11568,45,377,29,Q5 Hybrid AWD,2016,24.0,30.0,27.0,,,27.0,SI,2.0L,Audi,SUV,Hybrid Electric,Dedicated,
11615,57,211,29,X5 xDrive40e Plug-in Hybrid,2016,56.0,,,21.0,24.0,22.5,SI,2.0L,BMW,SUV,Plug-in Hybrid Electric,Hybrid Electric,
11511,11,215,29,Equinox FWD/AWD,2016,,,,,,,SI,3.6L,Chevrolet,SUV,Ethanol (E85),Dedicated,
11510,11,215,29,Equinox FWD/AWD,2016,22.0,32.0,27.0,15.0,22.0,27.0,SI,2.4L,Chevrolet,SUV,Ethanol (E85),Dedicated,
11521,11,215,29,Suburban 2WD/4WD,2016,16.0,23.0,19.5,11.0,17.0,19.5,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Dedicated,
11523,11,215,29,Tahoe 2WD/4WD,2016,16.0,23.0,19.5,11.0,17.0,19.5,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Dedicated,
11522,11,215,29,Tahoe Police 2WD/4WD,2016,,,,,,,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Dedicated,
11531,11,225,29,Durango Police Special Service Vehicle,2016,,,,,,,SI,3.6L,Dodge,SUV,Ethanol (E85),Dedicated,
11533,11,225,29,Journey FWD,2016,17.0,25.0,21.0,12.0,18.0,21.0,SI,3.6L,Dodge,SUV,Ethanol (E85),Dedicated,
11537,11,219,29,Explorer 2WD/AWD,2016,17.0,24.0,20.5,13.0,18.0,20.5,SI,3.5L,Ford,SUV,Ethanol (E85),Dedicated,
11536,11,219,29,Police Interceptor Utility,2016,,,,,,,SI,3.7L,Ford,SUV,Ethanol (E85),Dedicated,
11550,11,213,29,Terrain Denali FWD/AWD,2016,,,,,,,SI,2.4L,GMC,SUV,Ethanol (E85),Dedicated,
11551,11,213,29,Terrain FWD/AWD,2016,22.0,32.0,27.0,15.0,22.0,27.0,SI,2.4L,GMC,SUV,Ethanol (E85),Dedicated,
11552,11,213,29,Yukon 1500 2WD/4WD,2016,16.0,23.0,19.5,11.0,17.0,19.5,SI,5.3L,GMC,SUV,Ethanol (E85),Dedicated,
11553,11,213,29,Yukon XL 1500 2WD/4WD,2016,16.0,23.0,19.5,11.0,17.0,19.5,SI,5.3L,GMC,SUV,Ethanol (E85),Dedicated,
11634,9,351,29,Tucson,2016,,,,49.0,51.0,50.0,SI,,Hyundai,SUV,Hydrogen Fuel Cell,Dedicated,
11578,45,359,29,QX60 Hybrid,2016,,,,,,,SI,2.5L,Infiniti,SUV,Hybrid Electric,Dedicated,
11554,11,275,29,Cherokee 2WD/FWD,2016,22.0,31.0,26.5,15.0,23.0,26.5,SI,2.4L,Jeep,SUV,Ethanol (E85),Dedicated,
11484,35,275,29,Grand Cherokee 2WD/FWD,2016,,,,,,,CI,3.0L,Jeep,SUV,Biodiesel (B20),Dedicated,
11555,11,275,29,Renagade 2WD/FWD,2016,22.0,31.0,26.5,17.0,24.0,26.5,SI,2.4L,Jeep,SUV,Ethanol (E85),Dedicated,
11585,45,243,29,NX 300h FWD/AWD,2016,35.0,31.0,33.0,,,33.0,SI,2.5L,Lexus,SUV,Hybrid Electric,Dedicated,
11586,45,243,29,RX 450h FWD/AWD,2016,,,,,,,SI,3.5L,Lexus,SUV,Hybrid Electric,Dedicated,
11559,11,239,29,GLA 250 4Matic,2016,24.0,32.0,28.0,17.0,24.0,28.0,SI,2.0L,Mercedes-Benz,SUV,Ethanol (E85),Dedicated,
11560,11,239,29,GLE350 4Matic,2016,17.0,22.0,19.5,13.0,17.0,19.5,SI,3.5L,Mercedes-Benz,SUV,Ethanol (E85),Dedicated,
11561,11,217,29,Armada 2WD/4WD,2016,,,,,,,SI,5.6L,Nissan,SUV,Ethanol (E85),Dedicated,
11588,45,217,29,Pathfinder Hybrid 2WD/AWD,2016,,,,,,,SI,2.5L,Nissan,SUV,Hybrid Electric,Dedicated,
11624,57,391,29,Cayenne S E-Hybrid,2016,47.0,,,21.0,24.0,22.5,SI,3.0L,Porsche,SUV,Plug-in Hybrid Electric,Hybrid Electric,
11589,45,383,29,XV Crosstrek Hybrid,2016,30.0,34.0,32.0,,,32.0,SI,2.0L,Subaru,SUV,Hybrid Electric,Dedicated,
11609,41,237,29,Model X AWD 90D,2016,90.0,94.0,92.0,,,92.0,SI,193/193 kW,Tesla,SUV,Electric,Dedicated,
11610,41,237,29,Model X AWD P90D,2016,89.0,90.0,89.5,,,89.5,SI,193/375 kW,Tesla,SUV,Electric,Dedicated,
11592,45,221,29,Highlander,2016,,,,,,,SI,3.5L,Toyota,SUV,Hybrid Electric,Dedicated,
11596,45,221,29,RAV 4,2016,,,,,,,SI,2.5L,Toyota,SUV,Hybrid Electric,Dedicated,
11565,11,221,29,Sequoia 4WD,2016,13.0,17.0,15.0,9.0,13.0,15.0,SI,5.7L,Toyota,SUV,Ethanol (E85),Dedicated,
11396,11,377,29,Q5 AWD,2015,14.0,19.0,16.5,20.0,28.0,16.5,SI,2.0L,Audi,SUV,Ethanol (E85),Flexible Fuel,
11358,45,377,29,Q5 Hybrid AWD,2015,,,,24.0,30.0,27.0,SI,2.4L,Audi,SUV,Hybrid Electric,Hybrid Electric,
11421,11,215,29,Captiva,2015,15.0,22.0,18.5,20.0,28.0,18.5,SI,2.4L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11423,11,215,29,Equinox,2015,,,,,,,SI,3.6L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11422,11,215,29,Equinox,2015,15.0,22.0,18.5,22.0,23.0,18.5,SI,2.4L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11414,11,215,29,Suburban 2WD/4WD,2015,12.0,17.0,14.5,16.0,23.0,14.5,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11417,11,215,29,Tahoe 2WD/4WD,2015,12.0,17.0,14.5,16.0,23.0,14.5,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11418,11,215,29,Tahoe Police 2WD/4WD,2015,12.0,17.0,14.5,16.0,23.0,14.5,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11437,11,225,29,Durango Police Special Service Vehicle,2015,,,,,,,SI,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
11434,11,225,29,Durango RWD/AWD,2015,13.0,19.0,16.0,18.0,25.0,16.0,SI,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
11435,11,225,29,Journey FWD,2015,12.0,18.0,15.0,17.0,25.0,15.0,SI,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
11444,11,219,29,Expedition 2WD/4WD,2015,,,,,,,SI,5.4L,Ford,SUV,Ethanol (E85),Flexible Fuel,
11443,11,219,29,Explorer FWD/AWD,2015,13.0,18.0,15.5,17.0,21.0,15.5,SI,3.5L,Ford,SUV,Ethanol (E85),Flexible Fuel,
11440,11,219,29,Police Interceptor Utility,2015,,,,,,,SI,3.7L,Ford,SUV,Ethanol (E85),Flexible Fuel,
11427,11,213,29,Terrain,2015,15.0,22.0,18.5,22.0,23.0,18.5,SI,2.4L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11428,11,213,29,Terrain,2015,,,,,,,SI,3.6L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11415,11,213,29,Yukon 2WD/4WD,2015,12.0,17.0,14.5,16.0,23.0,14.5,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11416,11,213,29,Yukon XL 2WD/4WD,2015,12.0,17.0,14.5,16.0,23.0,14.5,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11117,9,351,29,Tucson Fuel Cell Vehicle,2015,,,,,,,,100L,Hyundai,SUV,Hydrogen Fuel Cell,Fuel Cell,
11383,45,359,29,QX60 Hybrid,2015,,,,26.0,28.0,27.0,SI,2.5L,Infiniti,SUV,Hybrid Electric,Hybrid Electric,
11459,11,275,29,Cherokee FWD/4WD,2015,15.0,23.0,19.0,22.0,31.0,19.0,SI,2.4L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
11296,35,275,29,Grand Cherokee 2WD/4WD,2015,22.0,30.0,26.0,,,26.0,CI,3.0L,Jeep,SUV,Biodiesel (B20),Dedicated,
11460,11,275,29,Grand Cherokee 2WD/4WD,2015,14.0,19.0,16.5,17.0,25.0,16.5,SI,3.6L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
11456,11,387,29,Range Rover,2015,9.0,14.0,11.5,14.0,19.0,11.5,SI,5.0L,Land Rover,SUV,Ethanol (E85),Flexible Fuel,
11457,11,387,29,Range Rover L,2015,9.0,14.0,11.5,14.0,19.0,11.5,SI,5.0L,Land Rover,SUV,Ethanol (E85),Flexible Fuel,
11458,11,387,29,Range Rover Sport,2015,9.0,14.0,11.5,14.0,19.0,11.5,SI,5.0L,Land Rover,SUV,Ethanol (E85),Flexible Fuel,
11375,45,243,29,RX 450h,2015,,,,32.0,28.0,30.0,SI,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
11461,11,239,29,GLA 250 4Matic,2015,17.0,24.0,20.5,24.0,32.0,20.5,SI,2.04L,Mercedes-Benz,SUV,Ethanol (E85),Flexible Fuel,
11462,11,239,29,ML 350 4Matic,2015,13.0,17.0,15.0,17.0,22.0,15.0,SI,3.5L,Mercedes-Benz,SUV,Ethanol (E85),Flexible Fuel,
11463,11,217,29,Armada 2WD/4WD,2015,9.0,13.0,11.0,12.0,19.0,11.0,SI,5.6L,Nissan,SUV,Ethanol (E85),Flexible Fuel,
11378,45,217,29,Pathfinder Hybrid 2WD/AWD,2015,,,,25.0,28.0,26.5,SI,2.5L,Nissan,SUV,Hybrid Electric,Hybrid Electric,
11342,57,391,29,Cayenne S E-Hybrid,2015,47.0,,,21.0,24.0,22.5,SI,3.0L,Porsche,SUV,Plug-in Hybrid Electric,Hybrid Electric,
11297,35,349,29,1500 2WD/4WD,2015,20.0,28.0,24.0,,,24.0,CI,3.0L,Ram,SUV,Biodiesel (B20),Dedicated,
11379,45,383,29,XV Crosstrek,2015,,,,30.0,34.0,32.0,SI,2.5L,Subaru,SUV,Hybrid Electric,Hybrid Electric,
11386,45,221,29,Highlander,2015,,,,27.0,28.0,27.5,SI,3.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
11468,11,221,29,Sequoia 4WD,2015,9.0,13.0,11.0,13.0,17.0,11.0,SI,5.7L,Toyota,SUV,Ethanol (E85),Flexible Fuel,
11391,45,347,29,Touareg Hybrid,2015,,,,20.0,24.0,22.0,SI,3.0L,Volkswagen,SUV,Hybrid Electric,Hybrid Electric,
11120,11,377,29,Q5 AWD,2014,14.0,19.0,16.5,20.0,28.0,16.5,,2.0L,Audi,SUV,Ethanol (E85),Flexible Fuel,
11212,45,377,29,"Q5 Hybrid, AWD",2014,,,,24.0,30.0,27.0,,2.0L,Audi,SUV,Hybrid Electric,Hybrid Electric,
11131,11,231,29,"Escalade, 2WD/4WD",2014,10.0,15.0,12.5,14.0,18.0,12.5,,6.2L,Cadillac,SUV,Ethanol (E85),Flexible Fuel,
11130,11,231,29,"Escalade ESV, 2WD/4WD",2014,10.0,15.0,12.5,14.0,18.0,12.5,,6.2L,Cadillac,SUV,Ethanol (E85),Flexible Fuel,
11145,11,215,29,"Captiva, FWD/AWD",2014,12.0,17.0,14.5,17.0,24.0,14.5,,3.0L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11144,11,215,29,"Captiva, FWD/AWD",2014,15.0,22.0,18.5,20.0,28.0,18.5,,2.4L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11148,11,215,29,"Equinox, FWD/AWD",2014,15.0,22.0,18.5,22.0,32.0,18.5,,2.4L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11147,11,215,29,"Equinox, FWD/AWD",2014,13.0,22.0,17.5,17.0,24.0,17.5,,3.6L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11139,11,215,29,"Suburban, 2WD/4WD",2014,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11137,11,215,29,"Tahoe, 2WD/4WD",2014,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11136,11,215,29,"Tahoe Police, 2WD/4WD",2014,,,,,,,,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11155,11,225,29,"Durango, 2WD/AWD",2014,13.0,18.0,15.5,17.0,24.0,15.5,,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
11153,11,225,29,Durango Police Special Service Vehicle,2014,,,,,,,,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
11154,11,225,29,"Journey, FWD",2014,12.0,18.0,15.0,17.0,25.0,15.0,,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
11173,11,219,29,"Expedition, 2WD/AWD",2014,10.0,14.0,12.0,14.0,20.0,12.0,,5.4L,Ford,SUV,Ethanol (E85),Flexible Fuel,
11174,11,219,29,"Explorer, 2WD/AWD",2014,13.0,18.0,15.5,17.0,24.0,15.5,,3.5L,Ford,SUV,Ethanol (E85),Flexible Fuel,
11160,11,219,29,Police Interceptor Utility,2014,,,,,,,,3.7L,Ford,SUV,Ethanol (E85),Flexible Fuel,
11182,11,213,29,"Terrain, AWD",2014,15.0,22.0,18.5,22.0,32.0,18.5,,2.4L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11175,11,213,29,"Terrain, FWD/AWD",2014,13.0,22.0,17.5,17.0,24.0,17.5,,3.6L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11177,11,213,29,"Yukon, 2WD",2014,10.0,15.0,12.5,14.0,18.0,12.5,,6.2L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11178,11,213,29,"Yukon, 2WD/4WD",2014,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11176,11,213,29,"Yukon Denali, 4WD",2014,10.0,14.0,12.0,13.0,18.0,12.0,,6.2L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11179,11,213,29,"Yukon XL, 2WD/4WD",2014,10.0,15.0,12.5,14.0,18.0,12.5,,6.2L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11180,11,213,29,"Yukon XL, 2WD/4WD",2014,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
11223,45,359,29,QX60 Hybrid,2014,,,,26.0,28.0,27.0,,2.5L,Infiniti,SUV,Hybrid Electric,Hybrid Electric,
11193,11,275,29,"Grand Cherokee, 2WD/FWD",2014,14.0,19.0,16.5,17.0,25.0,16.5,,3.6L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
11196,11,387,29,Range Rover,2014,12.0,16.0,14.0,17.0,23.0,14.0,,3.0L,Land Rover,SUV,Ethanol (E85),Flexible Fuel,
11197,11,387,29,Range Rover,2014,9.0,14.0,11.5,14.0,19.0,11.5,,5.0L,Land Rover,SUV,Ethanol (E85),Flexible Fuel,
11195,11,387,29,Range Rover Sport,2014,12.0,16.0,14.0,17.0,23.0,14.0,,3.0L,Land Rover,SUV,Ethanol (E85),Flexible Fuel,
11194,11,387,29,Range Rover Sport,2014,9.0,14.0,11.5,14.0,19.0,11.5,,5.0L,Land Rover,SUV,Ethanol (E85),Flexible Fuel,
