Vehicle ID,Fuel ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Engine Type,Engine Size,Manufacturer,Category,Fuel,Fuel Configuration Name,Electric-Only Range
12580,45,387,29,Defender 90 MHEV,2021,,,,17.0,22.0,19.5,CI,3.0L,Land Rover,SUV,Hybrid Electric,Hybrid Electric,
12718,45,387,29,Discovery MHEV,2021,,,,18.0,24.0,21.0,CI,3.0L,Land Rover,SUV,Hybrid Electric,Dedicated,
12594,35,387,29,Range Rover ,2021,,,,22.0,28.0,25.0,CI,3.0L,Land Rover,SUV,Biodiesel (B20),Dedicated,
12605,45,387,29,Range Rover MHEV,2021,,,,18.0,23.0,20.5,CI,3.0L,Land Rover,SUV,Hybrid Electric,Dedicated,
12614,57,387,29,Range Rover PHEV,2021,,,42.0,18.0,21.0,42.0,CI,2.0L,Land Rover,SUV,Plug-in Hybrid Electric,Hybrid Electric,19.0
12505,35,387,29,Range Rover Sport,2021,,,,22.0,28.0,25.0,CI,3.0L,Land Rover,SUV,Biodiesel (B20),Dedicated,
12527,45,387,29,Range Rover Sport MHEV,2021,,,,19.0,24.0,21.5,CI,3.0L,Land Rover,SUV,Hybrid Electric,Dedicated,
12615,57,387,29,Range Rover Sport PHEV,2021,,,42.0,18.0,21.0,42.0,CI,2.0L,Land Rover,SUV,Plug-in Hybrid Electric,Hybrid Electric,19.0
12710,45,387,29,Range Rover Velar P340 MHEV,2021,,,,20.0,26.0,23.0,CI,3.0L,Land Rover,SUV,Hybrid Electric,Dedicated,
12711,45,387,29,Range Rover Velar P400 MHEV,2021,,,,19.0,25.0,22.0,CI,3.0L,Land Rover,SUV,Hybrid Electric,Dedicated,
12529,45,243,29,NX 300h AWD,2021,,,,33.0,30.0,31.5,SI,2.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
12583,45,243,29,RX 450h AWD,2021,,,,31.0,28.0,29.5,SI,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
12530,45,243,29,RX 450h L AWD,2021,,,,29.0,28.0,28.5,SI,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
12616,57,227,29,Aviator AWD PHEV,2021,,,56.0,22.0,25.0,56.0,CI,3.0L,Lincoln,SUV,Plug-in Hybrid Electric,,21.0
12731,57,227,29,Corsair AWD PHEV,2021,,,78.0,34.0,32.0,78.0,CI,2.5L,Lincoln,SUV,Plug-in Hybrid Electric,,28.0
12532,45,239,29,AMG GLE 53 4MATIC+,2021,,,,18.0,22.0,20.0,SI,3.0L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
12533,45,239,29,AMG GLE 53 4MATIC+ Coupe,2021,,,,18.0,23.0,20.5,SI,3.0L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
12534,45,239,29,AMG GLE 63 4MATIC+,2021,,,,15.0,19.0,17.0,SI,4.0L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
12678,45,239,29,AMG GLE 63 S 4MATIC+ Coupe,2021,,,,15.0,19.0,17.0,SI,4.0L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
12535,45,239,29,AMG GLS 63 4MATIC+,2021,,,,14.0,18.0,16.0,SI,4.0L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
12592,45,239,29,GLE 450 4MATIC,2021,,,,21.0,26.0,23.5,SI,3.0L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
12679,45,239,29,GLE 580 4MATIC,2021,,,,17.0,22.0,19.5,SI,4.0L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
12593,45,239,29,GLS 450 4MATIC,2021,,,,20.0,24.0,22.0,SI,3.0L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
12680,45,239,29,GLS 580 4MATIC,2021,,,,16.0,21.0,18.5,SI,4.0L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
12681,45,239,29,GLS 600 4MATIC Maybach,2021,,,,15.0,19.0,17.0,SI,4.0L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
12721,57,263,29,Outlander PHEV,2021,,,74.0,26.0,26.0,74.0,SI,2.4L,Mitsubishi,SUV,Plug-in Hybrid Electric,Hybrid Electric,24.0
12734,57,391,29,Cayenne e-Hybrid,2021,,,46.0,20.0,22.0,46.0,SI,3.0L ,Porsche,SUV,Plug-in Hybrid Electric,Hybrid Electric,17.0
12735,57,391,29,Cayenne e-Hybrid Coupe,2021,,,46.0,20.0,22.0,46.0,SI,3.0L ,Porsche,SUV,Plug-in Hybrid Electric,Hybrid Electric,17.0
12732,57,391,29,Cayenne Turbo S e-Hybrid,2021,,,42.0,17.0,20.0,42.0,SI,4.0L,Porsche,SUV,Plug-in Hybrid Electric,Hybrid Electric,15.0
12733,57,391,29,Cayenne Turbo S e-Hybrid Coupe,2021,,,42.0,17.0,20.0,42.0,SI,4.0L,Porsche,SUV,Plug-in Hybrid Electric,Hybrid Electric,15.0
12713,57,383,29,Crosstrek Hybrid AWD,2021,,,90.0,36.0,35.0,90.0,,2.0L,Subaru,SUV,Plug-in Hybrid Electric,Dedicated,17.0
12624,41,237,29,Model X Long Range Plus,2021,109.0,101.0,105.0,,,105.0,e-motor,180 and 189 kW,Tesla,SUV,Electric,Dedicated,371.0
12625,41,237,29,"Model X Performance (20"" Wheels)",2021,100.0,95.0,97.0,,,97.0,e-motor,151 and 273 kW,Tesla,SUV,Electric,Dedicated,341.0
12629,41,237,29,Model Y Long Range AWD,2021,131.0,117.0,125.0,,,125.0,e-motor,69 and 201 kW,Tesla,SUV,Electric,Dedicated,326.0
12628,41,237,29,Model Y Performance AWD,2021,115.0,106.0,111.0,,,111.0,e-motor,133 and 179 kW,Tesla,SUV,Electric,Dedicated,303.0
12760,41,237,29,Model Y Standard Range RWD,2021,140.0,119.0,129.0,,,129.0,e-motor,209 kW,Tesla,SUV,Electric,Dedicated,244.0
12584,45,221,29,Highlander Hybrid,2021,,,,36.0,35.0,35.5,SI,2.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
12585,45,221,29,Highlander Hybrid AWD,2021,,,,35.0,35.0,35.0,SI,2.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
12586,45,221,29,Highlander Hybrid AWD LTD/PLAT,2021,,,,35.0,34.0,34.5,SI,2.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
12542,45,221,29,RAV4 Hybrid AWD,2021,,,,41.0,38.0,39.5,SI,2.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
12543,45,221,29,Venza AWD,2021,,,,40.0,37.0,38.5,SI,2.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
12674,41,347,29,ID.4 1st,2021,104.0,89.0,97.0,,,97.0,e-motor,150 kW,Volkswagen,SUV,Electric,Dedicated,250.0
12996,41,347,29,ID.4 AWD Pro,2021,102.0,90.0,97.0,,,97.0,e-motor,80 and 150 kW,Volkswagen,SUV,Electric,Dedicated,249.0
12838,41,347,29,ID.4 Pro,2021,107.0,91.0,99.0,,,99.0,e-motor,150 kW,Volkswagen,SUV,Electric,Dedicated,260.0
12675,41,347,29,ID.4 Pro S,2021,104.0,89.0,97.0,,,97.0,e-motor,150 kW,Volkswagen,SUV,Electric,Dedicated,250.0
12995,41,347,29,ID.4 Pro S AWD ,2021,98.0,88.0,93.0,,,93.0,e-motor,80 and 150 kW,Volkswagen,SUV,Electric,Dedicated,240.0
12554,57,395,29,V60 AWD,2021,,,69.0,28.0,33.0,69.0,SI,2.0L,Volvo,SUV,Plug-in Hybrid Electric,Hybrid Electric,22.0
12596,41,395,29,XC40 Recharge,2021,85.0,72.0,79.0,,,79.0,,,Volvo,SUV,Electric,Dedicated,208.0
12589,57,395,29,XC60 AWD,2021,,,57.0,26.0,28.0,57.0,SI,2.0L,Volvo,SUV,Plug-in Hybrid Electric,Hybrid Electric,19.0
12555,57,395,29,XC90 AWD,2021,,,55.0,26.0,28.0,55.0,SI,2.0L,Volvo,SUV,Plug-in Hybrid Electric,Hybrid Electric,18.0
12280,45,365,29,MDX AWD,2020,,,,26.0,27.0,26.5,SI,3.0L,Acura,SUV,Hybrid Electric,Hybrid Electric,
12432,41,377,29,e-tron Sportback,2020,76.0,78.0,77.0,,,77.0,e-motor,141 kW,Audi,SUV,Electric,,218.0
12436,45,377,29,RS Q8,2020,,,,13.0,19.0,16.0,SI,4.0L,Audi,SUV,Hybrid Electric,Hybrid Electric,
12475,57,355,29,Bentayga,2020,,,45.0,17.0,21.0,45.0,SI,3.0L,Bentley Motors,SUV,Plug-in Hybrid Electric,Hybrid Electric,18.0
12442,57,211,29,X3 xDrive30e,2020,,,60.0,21.0,27.0,60.0,SI,2.0L,BMW,SUV,Plug-in Hybrid Electric,Hybrid Electric,18.0
12269,11,215,29,Suburban C1500 2WD,2020,11.0,17.0,13.0,15.0,22.0,13.0,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
12270,11,215,29,Suburban K1500 4WD,2020,11.0,16.0,12.0,14.0,21.0,12.0,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
12271,11,215,29,Tahoe C1500 2WD,2020,11.0,17.0,13.0,15.0,22.0,13.0,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
12272,11,215,29,Tahoe K1500 4WD,2020,11.0,16.0,13.0,15.0,21.0,13.0,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
12455,57,219,29,Escape FWD PHEV,2020,,,100.0,43.0,38.0,100.0,SI,2.5L,Ford,SUV,Plug-in Hybrid Electric,Hybrid Electric,38.0
12275,11,219,29,Explorer AWD FFV,2020,11.0,15.0,13.0,16.0,23.0,13.0,SI,3.5L,Ford,SUV,Ethanol (E85),Flexible Fuel,
12309,45,219,29,Explorer HEV AWD,2020,,,,23.0,26.0,24.5,SI,3.3L V6L,Ford,SUV,Hybrid Electric,Hybrid Electric,
12308,45,219,29,Explorer HEV RWD,2020,,,,27.0,29.0,28.0,SI,3.3L V6L,Ford,SUV,Hybrid Electric,Hybrid Electric,
12278,11,213,29,Yukon K1500 4WD,2020,11.0,16.0,13.0,15.0,21.0,13.0,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
12279,11,213,29,Yukon K1500 XL 4WD,2020,11.0,15.0,12.0,14.0,21.0,12.0,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
12276,11,213,29,Yukon XL C1500 2WD,2020,11.0,17.0,13.0,15.0,22.0,13.0,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
12277,11,213,29,Yukon XL C1500 2WD,2020,11.0,17.0,13.0,15.0,22.0,13.0,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
12437,45,209,29,CR-V AWD,2020,,,,40.0,35.0,37.5,SI,2.0L,Honda,SUV,Hybrid Electric,Hybrid Electric,
12352,41,351,29,Kona Electric,2020,132.0,108.0,120.0,,,120.0,e-motor,150 kW,Hyundai,SUV,Electric,Dedicated,258.0
12375,9,351,29,Nexo,2020,59.0,54.0,57.0,,,57.0,FC,120 kW,Hyundai,SUV,Hydrogen Fuel Cell,Dedicated,
12376,9,351,29,Nexo Blue,2020,65.0,58.0,61.0,,,61.0,FC,120 kW,Hyundai,SUV,Hydrogen Fuel Cell,Dedicated,
12267,41,385,29,I-PACE,2020,80.0,72.0,76.0,,,76.0,e-motor,201 kW,Jaguar,SUV,Electric,Dedicated,234.0
12424,45,275,29,Wrangler 4x4,2020,,,,21.0,22.0,21.5,SI,2.0L,Jeep,SUV,Hybrid Electric,Hybrid Electric,
12283,45,275,29,Wrangler Unlimited 4x4,2020,,,,19.0,22.0,20.5,SI,3.6L,Jeep,SUV,Hybrid Electric,Hybrid Electric,
12312,45,275,29,Wrangler Unlimited 4x4,2020,,,,21.0,22.0,21.5,SI,2.0L,Jeep,SUV,Hybrid Electric,Hybrid Electric,
12452,45,387,29,Defender 110 MHEV,2020,,,,17.0,22.0,19.5,CI,3.0L,Land Rover,SUV,Hybrid Electric,Hybrid Electric,
12453,45,387,29,Defender 90 MHEV,2020,,,,17.0,22.0,19.5,CI,3.0L,Land Rover,SUV,Hybrid Electric,Hybrid Electric,
12261,35,387,29,Range Rover,2020,,,,22.0,28.0,25.0,CI,3.0L,Land Rover,SUV,Biodiesel (B20),Dedicated,
12300,35,387,29,Range Rover Discovery,2020,,,,21.0,26.0,23.5,CI,3.0L,Land Rover,SUV,Biodiesel (B20),Dedicated,
12481,45,387,29,Range Rover MHEV,2020,,,,19.0,24.0,21.5,CI,3.0L,Land Rover,SUV,Hybrid Electric,Dedicated,
12421,57,387,29,Range Rover PHEV,2020,,,42.0,18.0,21.0,42.0,CI,2.0L,Land Rover,SUV,Plug-in Hybrid Electric,,19.0
12260,35,387,29,Range Rover Sport,2020,,,,22.0,28.0,25.0,CI,3.0L,Land Rover,SUV,Biodiesel (B20),Dedicated,
12685,45,387,29,Range Rover Sport MHEV,2020,,,,19.0,24.0,21.5,CI,3.0L,Land Rover,SUV,Hybrid Electric,Dedicated,
12422,57,387,29,Range Rover Sport PHEV,2020,,,42.0,18.0,21.0,42.0,CI,2.0L,Land Rover,SUV,Plug-in Hybrid Electric,,19.0
12286,45,243,29,NX 300h AWD,2020,,,,33.0,30.0,31.5,SI,2.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
12315,45,243,29,RX 450h AWD,2020,,,,31.0,28.0,29.5,SI,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
12316,45,243,29,RX 450hL AWD,2020,,,,29.0,28.0,28.5,SI,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
12423,57,227,29,Aviator AWD PHEV,2020,,,56.0,22.0,25.0,56.0,CI,3.0L,Lincoln,SUV,Plug-in Hybrid Electric,,21.0
12478,57,239,29,GLC 350e 4MATIC,2020,,,68.0,23.0,28.0,68.0,SI,2.0L ,Mercedes-Benz,SUV,Plug-in Hybrid Electric,Dedicated,22.0
12287,45,239,29,GLE 450 4MATIC,2020,,,,19.0,24.0,21.5,SI,3.0L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
12406,45,239,29,GLE 580 4MATIC,2020,,,,17.0,21.0,19.0,SI,4.0L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
12325,45,239,29,GLS 450 4MATIC,2020,,,,19.0,23.0,21.0,SI,3.0L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
12407,45,239,29,GLS 580 4MATIC,2020,,,,16.0,21.0,18.5,SI,4.0L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
12443,57,239,29,S 560e,2020,64.0,,,21.0,26.0,23.5,SI,3.0L,Mercedes-Benz,SUV,Plug-in Hybrid Electric,Hybrid Electric,19.0
12339,57,263,29,Outlander PHEV,2020,,,74.0,25.0,26.0,74.0,SI,2.0L,Mitsubishi,SUV,Plug-in Hybrid Electric,Hybrid Electric,22.0
12449,57,391,29,Cayenne e-Hybrid,2020,41.0,,,20.0,22.0,21.0,SI,3.0L ,Porsche,SUV,Plug-in Hybrid Electric,Hybrid Electric,14.0
12450,57,391,29,Cayenne e-Hybrid Coupe,2020,41.0,,,20.0,22.0,21.0,SI,3.0L ,Porsche,SUV,Plug-in Hybrid Electric,Hybrid Electric,14.0
12482,57,391,29,Cayenne Turbo S e-Hybrid,2020,39.0,,,16.0,20.0,18.0,SI,4.0L,Porsche,SUV,Plug-in Hybrid Electric,Hybrid Electric,12.0
12483,57,391,29,Cayenne Turbo S e-Hybrid Coupe,2020,39.0,,,16.0,20.0,18.0,SI,4.0L,Porsche,SUV,Plug-in Hybrid Electric,Hybrid Electric,12.0
12399,57,383,29,Crosstrek Hybrid AWD,2020,,,90.0,36.0,35.0,90.0,,2.0L,Subaru,SUV,Plug-in Hybrid Electric,Dedicated,17.0
12364,41,237,29,Model X Long Range,2020,99.0,93.0,96.0,,,96.0,e-motor,193 and 205 kW,Tesla,SUV,Electric,Dedicated,328.0
12365,41,237,29,"Model X Performance (20"" Wheels)",2020,90.0,89.0,90.0,,,90.0,e-motor,205 and 375 kW,Tesla,SUV,Electric,Dedicated,305.0
12363,41,237,29,Model X Standard Range,2020,105.0,98.0,101.0,,,101.0,e-motor,193 and 205 kW,Tesla,SUV,Electric,Dedicated,258.0
12498,41,237,29,Model Y Long Range AWD,2020,127.0,114.0,121.0,,,121.0,e-motor,158 and 203 kW,Tesla,SUV,Electric,Dedicated,316.0
12454,41,237,29,Model Y Performance AWD,2020,129.0,112.0,121.0,,,121.0,e-motor,147 and 211 kW,Tesla,SUV,Electric,Dedicated,315.0
12497,41,237,29,"Model Y Performance AWD (21"" wheels)",2020,116.0,106.0,111.0,,,111.0,e-motor,158 and 219 kW,Tesla,SUV,Electric,Dedicated,291.0
12428,45,221,29,Highlander Hybrid,2020,,,,36.0,35.0,35.5,SI,2.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
12427,45,221,29,Highlander Hybrid AWD,2020,,,,35.0,35.0,35.0,SI,3.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
12429,45,221,29,Highlander Hybrid AWD LTD/PLAT,2020,,,,35.0,34.0,34.5,SI,3.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
12361,45,221,29,RAV4 Hybrid AWD,2020,,,,41.0,38.0,39.5,SI,2.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
12346,57,395,29,V60 AWD,2020,,,69.0,28.0,33.0,69.0,SI,2.0L,Volvo,SUV,Plug-in Hybrid Electric,Hybrid Electric,22.0
12347,57,395,29,XC60 AWD,2020,,,57.0,26.0,28.0,57.0,SI,2.0L,Volvo,SUV,Plug-in Hybrid Electric,Hybrid Electric,19.0
12348,57,395,29,XC90 AWD,2020,,,55.0,26.0,28.0,55.0,SI,2.0L,Volvo,SUV,Plug-in Hybrid Electric,Hybrid Electric,18.0
12127,45,365,29,MDX AWD,2019,,,,26.0,27.0,26.5,SI,3.0L,Acura,SUV,Hybrid Electric,Hybrid Electric,
12247,41,377,29,e-tron,2019,73.0,74.0,74.0,,,74.0,e-motor,141 kW,Audi,SUV,Electric,,204.0
12037,35,215,29,Equinox AWD,2019,,,,28.0,38.0,33.0,CI,1.6L,Chevrolet,SUV,Biodiesel (B20),Dedicated,
12059,35,215,29,Equinox FWD,2019,,,,28.0,39.0,33.5,CI,1.6L,Chevrolet,SUV,Biodiesel (B20),Dedicated,
12040,11,215,29,Suburban C1500 2WD,2019,11.0,17.0,13.0,15.0,22.0,13.0,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
12041,11,215,29,Suburban K1500 4WD,2019,11.0,16.0,12.0,14.0,21.0,12.0,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
12042,11,215,29,Tahoe C1500 2WD,2019,11.0,17.0,13.0,15.0,22.0,13.0,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
12043,11,215,29,Tahoe K1500 4WD,2019,11.0,16.0,13.0,15.0,21.0,13.0,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
12187,11,225,29,Journey,2019,12.0,18.0,14.0,17.0,25.0,14.0,SI,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
12118,11,219,29,Escape FWD FFV,2019,15.0,22.0,18.0,21.0,29.0,18.0,SI,2.5L,Ford,SUV,Ethanol (E85),Flexible Fuel,
11881,11,219,29,Explorer 2WD FFV,2019,13.0,18.0,15.0,17.0,24.0,15.0,SI,3.5L,Ford,SUV,Ethanol (E85),Flexible Fuel,
12079,11,219,29,Explorer AWD FFV,2019,12.0,16.0,14.0,16.0,22.0,14.0,SI,3.5L,Ford,SUV,Ethanol (E85),Flexible Fuel,
12038,35,213,29,Terrain AWD,2019,,,,28.0,38.0,33.0,CI,1.6L,GMC,SUV,Biodiesel (B20),Dedicated,
12060,35,213,29,Terrain FWD,2019,,,,28.0,39.0,33.5,CI,1.6L,GMC,SUV,Biodiesel (B20),Dedicated,
12044,11,213,29,Yukon C1500 2WD,2019,11.0,17.0,13.0,15.0,22.0,13.0,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
12046,11,213,29,Yukon K1500 4WD,2019,11.0,16.0,13.0,15.0,21.0,13.0,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
12047,11,213,29,Yukon K1500 XL 4WD,2019,11.0,16.0,12.0,14.0,21.0,12.0,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
12045,11,213,29,Yukon XL C1500 2WD,2019,11.0,17.0,13.0,15.0,22.0,13.0,SI,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
12210,41,351,29,Kona Electric,2019,132.0,108.0,120.0,,,120.0,e-motor,150 kW,Hyundai,SUV,Electric,Dedicated,258.0
12106,9,351,29,Nexo,2019,59.0,54.0,57.0,,,57.0,SI,95 kW,Hyundai,SUV,Hydrogen Fuel Cell,Dedicated,
12107,9,351,29,Nexo Blue,2019,65.0,58.0,61.0,,,61.0,SI,95 kW,Hyundai,SUV,Hydrogen Fuel Cell,Dedicated,
12203,35,385,29,F-Pace,2019,,,,26.0,33.0,29.5,CI,2.0L,Jaguar,SUV,Biodiesel (B20),Dedicated,
12103,41,385,29,I-PACE,2019,80.0,72.0,76.0,,,76.0,e-motor,147 kW,Jaguar,SUV,Electric,Dedicated,239.0
12141,45,275,29,Wrangler 4x4,2019,,,,23.0,25.0,24.0,SI,2.4L,Jeep,SUV,Hybrid Electric,Hybrid Electric,
12142,45,275,29,Wrangler Unlimited 4x4,2019,,,,22.0,24.0,23.0,SI,2.4L,Jeep,SUV,Hybrid Electric,Hybrid Electric,
12099,35,387,29,Range Rover Discovery,2019,,,,21.0,26.0,23.5,CI,3.0L,Land Rover,SUV,Biodiesel (B20),Dedicated,
12098,35,387,29,Range Rover Sport,2019,,,,22.0,28.0,25.0,CI,3.0L,Land Rover,SUV,Biodiesel (B20),Dedicated,
12403,45,387,29,Range Rover Sport MHEV,2019,,,,19.0,25.0,22.0,CI,3.0L,Land Rover,SUV,Hybrid Electric,Dedicated,
12097,35,387,29,Range Rover SVA,2019,,,,22.0,28.0,25.0,CI,3.0L,Land Rover,SUV,Biodiesel (B20),Dedicated,
12208,35,387,29,Range Rover Velar,2019,,,,26.0,30.0,28.0,CI,2.0L,Land Rover,SUV,Biodiesel (B20),Dedicated,
12056,45,243,29,NX 300h AWD,2019,,,,33.0,30.0,31.5,SI,2.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
12084,45,243,29,RX 450h AWD,2019,,,,31.0,28.0,29.5,SI,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
12147,45,243,29,RX 450h L AWD,2019,,,,29.0,28.0,28.5,SI,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
12123,11,239,29,GLA 250 4matic,2019,17.0,23.0,19.0,23.0,31.0,19.0,SI,2.0L,Mercedes-Benz,SUV,Ethanol (E85),Flexible Fuel,
12167,57,239,29,GLC 350e 4MATIC,2019,,,56.0,24.0,27.0,56.0,SI,2.0L ,Mercedes-Benz,SUV,Plug-in Hybrid Electric,Dedicated,10.0
12401,57,239,29,S 560e,2019,64.0,,,21.0,26.0,23.5,SI,3.0L,Mercedes-Benz,SUV,Plug-in Hybrid Electric,Hybrid Electric,19.0
12168,57,263,29,Outlander PHEV,2019,,,74.0,25.0,26.0,74.0,SI,2.0L,Mitsubishi,SUV,Plug-in Hybrid Electric,Hybrid Electric,22.0
12085,45,217,29,Rogue AWD Hybrid,2019,,,,31.0,34.0,32.5,SI,2.0L,Nissan,SUV,Hybrid Electric,Hybrid Electric,
12086,45,217,29,Rogue FWD Hybrid,2019,,,,33.0,35.0,34.0,SI,2.0L,Nissan,SUV,Hybrid Electric,Hybrid Electric,
12402,57,391,29,Cayenne e-Hybrid,2019,46.0,,,20.0,22.0,21.0,SI,3.0L ,Porsche,SUV,Plug-in Hybrid Electric,Hybrid Electric,13.0
12212,57,383,29,Crosstrek Hybrid AWD,2019,,,90.0,36.0,35.0,90.0,,2.0L,Subaru,SUV,Plug-in Hybrid Electric,Dedicated,17.0
12174,41,237,29,Model X 100D,2019,86.0,89.0,87.0,,,87.0,e-motor,193 kW,Tesla,SUV,Electric,Dedicated,295.0
12173,41,237,29,Model X 75D,2019,91.0,95.0,93.0,,,93.0,e-motor,193 kW,Tesla,SUV,Electric,Dedicated,238.0
12256,41,237,29,Model X Long Range,2019,99.0,93.0,96.0,,,96.0,e-motor,"193, 205, 375 kW",Tesla,SUV,Electric,Dedicated,325.0
12175,41,237,29,Model X P100D,2019,83.0,89.0,85.0,,,85.0,e-motor,193 kW,Tesla,SUV,Electric,Dedicated,289.0
12257,41,237,29,"Model X Performance (22"" Wheels)",2019,80.0,77.0,79.0,,,79.0,e-motor,"193, 205, 375 kW",Tesla,SUV,Electric,Dedicated,270.0
12233,45,221,29,RAV4 Hybrid AWD,2019,,,,41.0,38.0,39.5,SI,2.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
12072,57,395,29,XC60 AWD,2019,,,58.0,25.0,28.0,58.0,SI,2.0L,Volvo,SUV,Plug-in Hybrid Electric,Hybrid Electric,17.0
12073,57,395,29,XC90 AWD,2019,,,58.0,24.0,27.0,58.0,SI,2.0L,Volvo,SUV,Plug-in Hybrid Electric,Hybrid Electric,17.0
11978,45,365,29,MDX AWD,2018,,,,26.0,27.0,26.5,SI,3.0L,Acura,SUV,Hybrid Electric,Dedicated,
11941,57,211,29,X5 xDrive40e,2018,56.0,,,23.0,25.0,24.0,SI,2.0L,BMW,SUV,Plug-in Hybrid Electric,Hybrid Electric,
11834,35,215,29,Equinox AWD,2018,,,,28.0,38.0,33.0,CI,1.6L,Chevrolet,SUV,Biodiesel (B20),Dedicated,
11833,35,215,29,Equinox FWD,2018,,,,28.0,29.0,28.5,CI,1.6L,Chevrolet,SUV,Biodiesel (B20),Dedicated,
11860,11,215,29,Suburban C1500 2WD,2018,12.0,17.0,14.5,16.0,23.0,14.5,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11861,11,215,29,Suburban K1500 4WD,2018,11.0,15.0,13.0,15.0,22.0,13.0,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11862,11,215,29,Tahoe C1500 2WD,2018,12.0,17.0,14.5,16.0,23.0,14.5,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11863,11,215,29,Tahoe K1500 4WD,2018,11.0,16.0,13.5,16.0,22.0,13.5,SI,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
11869,11,225,29,Journey,2018,12.0,18.0,15.0,17.0,25.0,15.0,SI,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
11876,11,219,29,Escape FWD FFV,2018,15.0,22.0,18.5,21.0,29.0,18.5,SI,2.5L,Ford,SUV,Ethanol (E85),Flexible Fuel,
11882,11,219,29,Explorer AWD FFV,2018,12.0,16.0,14.0,16.0,22.0,14.0,SI,3.5L,Ford,SUV,Ethanol (E85),Flexible Fuel,
11838,35,213,29,Terrain AWD,2018,,,,28.0,38.0,33.0,CI,1.6L,GMC,SUV,Biodiesel (B20),Dedicated,
11837,35,213,29,Terrain FWD,2018,,,,28.0,39.0,33.5,CI,1.6L,GMC,SUV,Biodiesel (B20),Dedicated,
