IDVehiculo,IDCombustible,IDFabricante,IDCategoria,Modelo,AñoModelo,Fabricante,Categoría,Combustible
11821,35,385,29,F-Pace,2018,Jaguar,SUV,Biodiesel (B20)
11892,11,275,29,Cherokee 4WD,2018,Jeep,SUV,Ethanol (E85)
11891,11,275,29,Cherokee FWD,2018,Jeep,SUV,Ethanol (E85)
11893,11,275,29,Renegade 4x2,2018,Jeep,SUV,Ethanol (E85)
11820,35,387,29,Range Rover Velar,2018,Land Rover,SUV,Biodiesel (B20)
11968,45,243,29,RX 450h AWD,2018,Lexus,SUV,Hybrid Electric
11995,45,243,29,RX 450h  L AWD,2018,Lexus,SUV,Hybrid Electric
11894,11,239,29,CLA 250 4matic,2018,Mercedes-Benz,SUV,Ethanol (E85)
11895,11,239,29,GLA 250 4matic,2018,Mercedes-Benz,SUV,Ethanol (E85)
11984,57,239,29,GLC 350e 4MATIC,2018,Mercedes-Benz,SUV,Plug-in Hybrid Electric
11896,11,239,29,GLE 350 4matic,2018,Mercedes-Benz,SUV,Ethanol (E85)
11950,57,239,29,GLE550e,2018,Mercedes-Benz,SUV,Plug-in Hybrid Electric
11972,57,263,29,Outlander PHEV,2018,Mitsubishi,SUV,Plug-in Hybrid Electric
11927,45,217,29,Rogue AWD Hybrid,2018,Nissan,SUV,Hybrid Electric
11928,45,217,29,Rogue FWD Hybrid,2018,Nissan,SUV,Hybrid Electric
11997,57,391,29,Cayenne S e-Hybrid,2018,Porsche,SUV,Plug-in Hybrid Electric
11959,41,237,29,Model X AWD - 100D,2018,Tesla,SUV,Electric
11958,41,237,29,Model X AWD - 75D,2018,Tesla,SUV,Electric
11961,41,237,29,Model X AWD - P100D,2018,Tesla,SUV,Electric
11982,45,221,29,Highlander Hybrid AWD,2018,Toyota,SUV,Hybrid Electric
11983,45,221,29,Highlander Hybrid AWD LE Plus,2018,Toyota,SUV,Hybrid Electric
11935,45,221,29,RAV4 Hybrid AWD,2018,Toyota,SUV,Hybrid Electric
11953,57,395,29,XC60 AWD,2018,Volvo,SUV,Plug-in Hybrid Electric
11954,57,395,29,XC90 AWD,2018,Volvo,SUV,Plug-in Hybrid Electric
11783,45,365,29,MDX Hybrid,2017,Acura,SUV,Hybrid Electric
11817,11,377,29,Q5 AWD,2017,Audi,SUV,Ethanol (E85)
11720,57,211,29,X5 xDrive40e,2017,BMW,SUV,Plug-in Hybrid Electric
11655,11,215,29,Equinox AWD,2017,Chevrolet,SUV,Ethanol (E85)
11654,11,215,29,Equinox FWD,2017,Chevrolet,SUV,Ethanol (E85)
11656,11,215,29,Suburban C1500 2WD,2017,Chevrolet,SUV,Ethanol (E85)
11658,11,215,29,Suburban K1500 4WD,2017,Chevrolet,SUV,Ethanol (E85)
11657,11,215,29,Tahoe C1500 2WD,2017,Chevrolet,SUV,Ethanol (E85)
11659,11,215,29,Tahoe K1500 4WD,2017,Chevrolet,SUV,Ethanol (E85)
11664,11,225,29,Journey,2017,Dodge,SUV,Ethanol (E85)
11670,11,219,29,Escape FWD FFV,2017,Ford,SUV,Ethanol (E85)
11671,11,219,29,Explorer 2WD FFV,2017,Ford,SUV,Ethanol (E85)
11672,11,219,29,Explorer AWD FFV,2017,Ford,SUV,Ethanol (E85)
11677,11,213,29,Terrain FWD,2017,GMC,SUV,Ethanol (E85)
11678,11,213,29,Yukon C1500 2WD,2017,GMC,SUV,Ethanol (E85)
11679,11,213,29,Yukon C1500 XL 2WD,2017,GMC,SUV,Ethanol (E85)
11680,11,213,29,Yukon K1500 4WD,2017,GMC,SUV,Ethanol (E85)
11681,11,213,29,Yukon K1500 XL 4WD,2017,GMC,SUV,Ethanol (E85)
11646,9,351,29,Tucson,2017,Hyundai,SUV,Hydrogen Fuel Cell
11792,45,359,29,Q60 Hybrid AWD,2017,Infiniti,SUV,Hybrid Electric
11793,45,359,29,Q60 Hybrid FWD,2017,Infiniti,SUV,Hybrid Electric
11737,35,385,29,F-Pace,2017,Jaguar,SUV,Biodiesel (B20)
11683,11,275,29,Cherokee 4WD,2017,Jeep,SUV,Ethanol (E85)
11682,11,275,29,Cherokee FWD,2017,Jeep,SUV,Ethanol (E85)
11741,35,275,29,Grand Cherokee 2WD/4WD,2017,Jeep,SUV,Biodiesel (B20)
11684,11,275,29,Renegade 2WD,2017,Jeep,SUV,Ethanol (E85)
11736,35,387,29,Range Rover Sport,2017,Land Rover,SUV,Biodiesel (B20)
11795,45,243,29,NX 300h,2017,Lexus,SUV,Hybrid Electric
11706,45,243,29,RX 450h,2017,Lexus,SUV,Hybrid Electric
11685,11,239,29,GLA250 4matic,2017,Mercedes-Benz,SUV,Ethanol (E85)
11686,11,239,29,GLE350 4matic,2017,Mercedes-Benz,SUV,Ethanol (E85)
11798,57,239,29,GLE550e,2017,Mercedes-Benz,SUV,Plug-in Hybrid Electric
11802,45,217,29,Rogue AWD Hybrid,2017,Nissan,SUV,Hybrid Electric
11803,45,217,29,Rogue FWD Hybrid,2017,Nissan,SUV,Hybrid Electric
11804,45,217,29,Rogue SV FWD Hybrid,2017,Nissan,SUV,Hybrid Electric
11801,57,391,29,Cayenne S e-Hybrid,2017,Porsche,SUV,Plug-in Hybrid Electric
11724,57,391,29,Cayenne S e-Hybrid,2017,Porsche,SUV,Plug-in Hybrid Electric
11960,41,237,29,Model X AWD - 100D,2017,Tesla,SUV,Electric
11812,41,237,29,Model X AWD - 60D,2017,Tesla,SUV,Electric
11773,41,237,29,Model X AWD - 75D,2017,Tesla,SUV,Electric
11774,41,237,29,Model X AWD - 90D,2017,Tesla,SUV,Electric
11775,41,237,29,Model X AWD - P100D,2017,Tesla,SUV,Electric
11776,41,237,29,Model X AWD - P90D,2017,Tesla,SUV,Electric
11807,45,221,29,Highlander Hybrid 4WD,2017,Toyota,SUV,Hybrid Electric
11808,45,221,29,Highlander Hybrid 4WD LE Plus,2017,Toyota,SUV,Hybrid Electric
11714,45,221,29,RAV4 Hybrid AWD,2017,Toyota,SUV,Hybrid Electric
11811,57,395,29,XC90 T8 Plug-in Hybrid,2017,Volvo,SUV,Plug-in Hybrid Electric
11725,57,395,29,XC90 T8 Plug-in Hybrid,2017,Volvo,SUV,Plug-in Hybrid Electric
11505,11,377,29,Q5 AWD,2016,Audi,SUV,Ethanol (E85)
11568,45,377,29,Q5 Hybrid AWD,2016,Audi,SUV,Hybrid Electric
11615,57,211,29,X5 xDrive40e Plug-in Hybrid,2016,BMW,SUV,Plug-in Hybrid Electric
11511,11,215,29,Equinox FWD/AWD,2016,Chevrolet,SUV,Ethanol (E85)
11510,11,215,29,Equinox FWD/AWD,2016,Chevrolet,SUV,Ethanol (E85)
11521,11,215,29,Suburban 2WD/4WD,2016,Chevrolet,SUV,Ethanol (E85)
11523,11,215,29,Tahoe 2WD/4WD,2016,Chevrolet,SUV,Ethanol (E85)
11522,11,215,29,Tahoe Police 2WD/4WD,2016,Chevrolet,SUV,Ethanol (E85)
11531,11,225,29,Durango Police Special Service Vehicle,2016,Dodge,SUV,Ethanol (E85)
11533,11,225,29,Journey FWD,2016,Dodge,SUV,Ethanol (E85)
11537,11,219,29,Explorer 2WD/AWD,2016,Ford,SUV,Ethanol (E85)
11536,11,219,29,Police Interceptor Utility,2016,Ford,SUV,Ethanol (E85)
11550,11,213,29,Terrain Denali FWD/AWD,2016,GMC,SUV,Ethanol (E85)
11551,11,213,29,Terrain FWD/AWD,2016,GMC,SUV,Ethanol (E85)
11552,11,213,29,Yukon 1500 2WD/4WD,2016,GMC,SUV,Ethanol (E85)
11553,11,213,29,Yukon XL 1500 2WD/4WD,2016,GMC,SUV,Ethanol (E85)
11634,9,351,29,Tucson,2016,Hyundai,SUV,Hydrogen Fuel Cell
11578,45,359,29,QX60 Hybrid,2016,Infiniti,SUV,Hybrid Electric
11554,11,275,29,Cherokee 2WD/FWD,2016,Jeep,SUV,Ethanol (E85)
11484,35,275,29,Grand Cherokee 2WD/FWD,2016,Jeep,SUV,Biodiesel (B20)
11555,11,275,29,Renagade 2WD/FWD,2016,Jeep,SUV,Ethanol (E85)
11585,45,243,29,NX 300h FWD/AWD,2016,Lexus,SUV,Hybrid Electric
11586,45,243,29,RX 450h FWD/AWD,2016,Lexus,SUV,Hybrid Electric
11559,11,239,29,GLA 250 4Matic,2016,Mercedes-Benz,SUV,Ethanol (E85)
11560,11,239,29,GLE350 4Matic,2016,Mercedes-Benz,SUV,Ethanol (E85)
11561,11,217,29,Armada 2WD/4WD,2016,Nissan,SUV,Ethanol (E85)
11588,45,217,29,Pathfinder Hybrid 2WD/AWD,2016,Nissan,SUV,Hybrid Electric
11624,57,391,29,Cayenne S E-Hybrid,2016,Porsche,SUV,Plug-in Hybrid Electric
11589,45,383,29,XV Crosstrek Hybrid,2016,Subaru,SUV,Hybrid Electric
11609,41,237,29,Model X AWD 90D,2016,Tesla,SUV,Electric
11610,41,237,29,Model X AWD P90D,2016,Tesla,SUV,Electric
11592,45,221,29,Highlander,2016,Toyota,SUV,Hybrid Electric
11596,45,221,29,RAV 4,2016,Toyota,SUV,Hybrid Electric
11565,11,221,29,Sequoia 4WD,2016,Toyota,SUV,Ethanol (E85)
11396,11,377,29,Q5 AWD,2015,Audi,SUV,Ethanol (E85)
11358,45,377,29,Q5 Hybrid AWD,2015,Audi,SUV,Hybrid Electric
11421,11,215,29,Captiva,2015,Chevrolet,SUV,Ethanol (E85)
11423,11,215,29,Equinox,2015,Chevrolet,SUV,Ethanol (E85)
11422,11,215,29,Equinox,2015,Chevrolet,SUV,Ethanol (E85)
11414,11,215,29,Suburban 2WD/4WD,2015,Chevrolet,SUV,Ethanol (E85)
11417,11,215,29,Tahoe 2WD/4WD,2015,Chevrolet,SUV,Ethanol (E85)
11418,11,215,29,Tahoe Police 2WD/4WD,2015,Chevrolet,SUV,Ethanol (E85)
11437,11,225,29,Durango Police Special Service Vehicle,2015,Dodge,SUV,Ethanol (E85)
11434,11,225,29,Durango RWD/AWD,2015,Dodge,SUV,Ethanol (E85)
11435,11,225,29,Journey FWD,2015,Dodge,SUV,Ethanol (E85)
11444,11,219,29,Expedition 2WD/4WD,2015,Ford,SUV,Ethanol (E85)
11443,11,219,29,Explorer FWD/AWD,2015,Ford,SUV,Ethanol (E85)
11440,11,219,29,Police Interceptor Utility,2015,Ford,SUV,Ethanol (E85)
11427,11,213,29,Terrain,2015,GMC,SUV,Ethanol (E85)
11428,11,213,29,Terrain,2015,GMC,SUV,Ethanol (E85)
11415,11,213,29,Yukon 2WD/4WD,2015,GMC,SUV,Ethanol (E85)
11416,11,213,29,Yukon XL 2WD/4WD,2015,GMC,SUV,Ethanol (E85)
11117,9,351,29,Tucson Fuel Cell Vehicle,2015,Hyundai,SUV,Hydrogen Fuel Cell
11383,45,359,29,QX60 Hybrid,2015,Infiniti,SUV,Hybrid Electric
11459,11,275,29,Cherokee FWD/4WD,2015,Jeep,SUV,Ethanol (E85)
11296,35,275,29,Grand Cherokee 2WD/4WD,2015,Jeep,SUV,Biodiesel (B20)
11460,11,275,29,Grand Cherokee 2WD/4WD,2015,Jeep,SUV,Ethanol (E85)
11456,11,387,29,Range Rover,2015,Land Rover,SUV,Ethanol (E85)
11457,11,387,29,Range Rover L,2015,Land Rover,SUV,Ethanol (E85)
11458,11,387,29,Range Rover Sport,2015,Land Rover,SUV,Ethanol (E85)
11375,45,243,29,RX 450h,2015,Lexus,SUV,Hybrid Electric
11461,11,239,29,GLA 250 4Matic,2015,Mercedes-Benz,SUV,Ethanol (E85)
11462,11,239,29,ML 350 4Matic,2015,Mercedes-Benz,SUV,Ethanol (E85)
11463,11,217,29,Armada 2WD/4WD,2015,Nissan,SUV,Ethanol (E85)
11378,45,217,29,Pathfinder Hybrid 2WD/AWD,2015,Nissan,SUV,Hybrid Electric
11342,57,391,29,Cayenne S E-Hybrid,2015,Porsche,SUV,Plug-in Hybrid Electric
11297,35,349,29,1500 2WD/4WD,2015,Ram,SUV,Biodiesel (B20)
11379,45,383,29,XV Crosstrek,2015,Subaru,SUV,Hybrid Electric
11386,45,221,29,Highlander,2015,Toyota,SUV,Hybrid Electric
11468,11,221,29,Sequoia 4WD,2015,Toyota,SUV,Ethanol (E85)
11391,45,347,29,Touareg Hybrid,2015,Volkswagen,SUV,Hybrid Electric
11120,11,377,29,Q5 AWD,2014,Audi,SUV,Ethanol (E85)
11212,45,377,29,"Q5 Hybrid, AWD",2014,Audi,SUV,Hybrid Electric
11131,11,231,29,"Escalade, 2WD/4WD",2014,Cadillac,SUV,Ethanol (E85)
11130,11,231,29,"Escalade ESV, 2WD/4WD",2014,Cadillac,SUV,Ethanol (E85)
11145,11,215,29,"Captiva, FWD/AWD",2014,Chevrolet,SUV,Ethanol (E85)
11144,11,215,29,"Captiva, FWD/AWD",2014,Chevrolet,SUV,Ethanol (E85)
11148,11,215,29,"Equinox, FWD/AWD",2014,Chevrolet,SUV,Ethanol (E85)
11147,11,215,29,"Equinox, FWD/AWD",2014,Chevrolet,SUV,Ethanol (E85)
11139,11,215,29,"Suburban, 2WD/4WD",2014,Chevrolet,SUV,Ethanol (E85)
11137,11,215,29,"Tahoe, 2WD/4WD",2014,Chevrolet,SUV,Ethanol (E85)
11136,11,215,29,"Tahoe Police, 2WD/4WD",2014,Chevrolet,SUV,Ethanol (E85)
11155,11,225,29,"Durango, 2WD/AWD",2014,Dodge,SUV,Ethanol (E85)
11153,11,225,29,Durango Police Special Service Vehicle,2014,Dodge,SUV,Ethanol (E85)
11154,11,225,29,"Journey, FWD",2014,Dodge,SUV,Ethanol (E85)
11173,11,219,29,"Expedition, 2WD/AWD",2014,Ford,SUV,Ethanol (E85)
11174,11,219,29,"Explorer, 2WD/AWD",2014,Ford,SUV,Ethanol (E85)
11160,11,219,29,Police Interceptor Utility,2014,Ford,SUV,Ethanol (E85)
11182,11,213,29,"Terrain, AWD",2014,GMC,SUV,Ethanol (E85)
11175,11,213,29,"Terrain, FWD/AWD",2014,GMC,SUV,Ethanol (E85)
11177,11,213,29,"Yukon, 2WD",2014,GMC,SUV,Ethanol (E85)
11178,11,213,29,"Yukon, 2WD/4WD",2014,GMC,SUV,Ethanol (E85)
11176,11,213,29,"Yukon Denali, 4WD",2014,GMC,SUV,Ethanol (E85)
11179,11,213,29,"Yukon XL, 2WD/4WD",2014,GMC,SUV,Ethanol (E85)
11180,11,213,29,"Yukon XL, 2WD/4WD",2014,GMC,SUV,Ethanol (E85)
11223,45,359,29,QX60 Hybrid,2014,Infiniti,SUV,Hybrid Electric
11193,11,275,29,"Grand Cherokee, 2WD/FWD",2014,Jeep,SUV,Ethanol (E85)
11196,11,387,29,Range Rover,2014,Land Rover,SUV,Ethanol (E85)
11197,11,387,29,Range Rover,2014,Land Rover,SUV,Ethanol (E85)
11195,11,387,29,Range Rover Sport,2014,Land Rover,SUV,Ethanol (E85)
11194,11,387,29,Range Rover Sport,2014,Land Rover,SUV,Ethanol (E85)
11229,45,243,29,"RX 450h, FWD/AWD",2014,Lexus,SUV,Hybrid Electric
11198,11,227,29,"Navigator, 2WD/AWD",2014,Lincoln,SUV,Ethanol (E85)
11199,11,239,29,ML350 4Matic,2014,Mercedes-Benz,SUV,Ethanol (E85)
11205,11,217,29,"Armada, 2WD/4WD",2014,Nissan,SUV,Ethanol (E85)
11235,45,217,29,"Pathfinder Hybrid, 2WD/AWD",2014,Nissan,SUV,Hybrid Electric
11236,45,391,29,Cayenne S Hybrid,2014,Porsche,SUV,Hybrid Electric
11237,45,383,29,XV Crosstrek Hybrid,2014,Subaru,SUV,Hybrid Electric
11243,45,221,29,Highlander,2014,Toyota,SUV,Hybrid Electric
11272,41,221,29,RAV 4 EV,2014,Toyota,SUV,Electric
11209,11,221,29,"Sequoia, 4WD",2014,Toyota,SUV,Ethanol (E85)
11244,45,347,29,Touareg Hybrid,2014,Volkswagen,SUV,Hybrid Electric
10468,11,377,29,Q5,2013,Audi,SUV,Ethanol (E85)
10470,45,377,29,Q5 Hybrid,2013,Audi,SUV,Hybrid Electric
10596,45,231,29,Escalade 2WD / AWD,2013,Cadillac,SUV,Hybrid Electric
10575,11,231,29,Escalade 2WD/ AWD,2013,Cadillac,SUV,Ethanol (E85)
10576,11,231,29,Escalade ESV 2WD/ AWD,2013,Cadillac,SUV,Ethanol (E85)
10566,11,215,29,Captiva FWD / AWD,2013,Chevrolet,SUV,Ethanol (E85)
10565,11,215,29,Captiva FWD / AWD,2013,Chevrolet,SUV,Ethanol (E85)
10569,11,215,29,Equinox FWD / AWD,2013,Chevrolet,SUV,Ethanol (E85)
10567,11,215,29,Equinox FWD / AWD,2013,Chevrolet,SUV,Ethanol (E85)
10572,11,215,29,Suburban 1500 2WD/ AWD,2013,Chevrolet,SUV,Ethanol (E85)
10595,45,215,29,Tahoe 2WD / AWD,2013,Chevrolet,SUV,Hybrid Electric
10620,11,215,29,Tahoe Police & Special Service Vehicle,2013,Chevrolet,SUV,Ethanol (E85)
10481,11,225,29,Durango 2WD / AWD,2013,Dodge,SUV,Ethanol (E85)
10484,11,225,29,Durango Police Special Service Vehicle,2013,Dodge,SUV,Ethanol (E85)
10482,11,225,29,Journey,2013,Dodge,SUV,Ethanol (E85)
10502,11,219,29,Expedition 2WD / AWD,2013,Ford,SUV,Ethanol (E85)
10501,11,219,29,Explorer 2WD / AWD,2013,Ford,SUV,Ethanol (E85)
10500,11,219,29,Police Interceptor Utility,2013,Ford,SUV,Ethanol (E85)
10568,11,213,29,Terrain FWD / AWD,2013,GMC,SUV,Ethanol (E85)
10570,11,213,29,Terrain FWD / AWD,2013,GMC,SUV,Ethanol (E85)
10573,11,213,29,Yukon 1500 2WD/ AWD,2013,GMC,SUV,Ethanol (E85)
10597,45,213,29,Yukon 2WD / AWD,2013,GMC,SUV,Hybrid Electric
10578,11,213,29,Yukon 2WD/ AWD,2013,GMC,SUV,Ethanol (E85)
10598,45,213,29,Yukon Denali 2WD / AWD,2013,GMC,SUV,Hybrid Electric
10580,11,213,29,Yukon Denali 2WD/ AWD,2013,GMC,SUV,Ethanol (E85)
10579,11,213,29,Yukon XL 2WD/ AWD,2013,GMC,SUV,Ethanol (E85)
10574,11,213,29,Yukon XL 2WD/ AWD,2013,GMC,SUV,Ethanol (E85)
10485,11,275,29,Grand Cherokee 2WD / AWD,2013,Jeep,SUV,Ethanol (E85)
10533,45,243,29,RX 450h,2013,Lexus,SUV,Hybrid Electric
10511,11,227,29,Navigator,2013,Lincoln,SUV,Ethanol (E85)
10537,11,239,29,ML350,2013,Mercedes-Benz,SUV,Ethanol (E85)
10542,11,217,29,Armada,2013,Nissan,SUV,Ethanol (E85)
10552,45,221,29,Highlander,2013,Toyota,SUV,Hybrid Electric
10556,41,221,29,RAV 4 EV,2013,Toyota,SUV,Electric
10555,11,221,29,Sequoia,2013,Toyota,SUV,Ethanol (E85)
10561,3,247,29,MV-1,2013,Vehicle Production Group,SUV,CNG - Compressed Natural Gas
10560,45,347,29,Touareg Hybrid,2013,Volkswagen,SUV,Hybrid Electric
10321,11,231,29,Escalade 2WD/4WD,2012,Cadillac,SUV,Ethanol (E85)
10323,11,231,29,Escalade ESV 2WD/4WD,2012,Cadillac,SUV,Ethanol (E85)
10322,11,231,29,Escalade EXT,2012,Cadillac,SUV,Ethanol (E85)
10320,45,231,29,Escalade Hybrid,2012,Cadillac,SUV,Hybrid Electric
10324,11,215,29,Avalanche 1500 2WD/4WD,2012,Chevrolet,SUV,Ethanol (E85)
10325,11,215,29,Equinox FWD/AWD,2012,Chevrolet,SUV,Ethanol (E85)
10326,11,215,29,Equinox FWD/AWD,2012,Chevrolet,SUV,Ethanol (E85)
10345,11,215,29,Suburban 1500 FFV,2012,Chevrolet,SUV,Ethanol (E85)
10347,11,215,29,Tahoe 1500 FFV,2012,Chevrolet,SUV,Ethanol (E85)
10334,45,215,29,Tahoe 1500 Hybrid,2012,Chevrolet,SUV,Hybrid Electric
10338,11,215,29,Tahoe Police Patrol Vehicle FFV,2012,Chevrolet,SUV,Ethanol (E85)
10289,11,225,29,Durango 2WD/4WD,2012,Dodge,SUV,Ethanol (E85)
10290,11,225,29,Journey,2012,Dodge,SUV,Ethanol (E85)
10299,11,219,29,Escape FFV,2012,Ford,SUV,Ethanol (E85)
10312,45,219,29,Escape Hybrid FWD/4WD,2012,Ford,SUV,Hybrid Electric
10298,11,219,29,Expedition 2WD/4WD,2012,Ford,SUV,Ethanol (E85)
10296,11,219,29,Police Interceptor Utility FWD/AWD,2012,Ford,SUV,Ethanol (E85)
10352,11,213,29,Terrain 2.4L FFV,2012,GMC,SUV,Ethanol (E85)
10353,11,213,29,Terrain 3.0L FFV,2012,GMC,SUV,Ethanol (E85)
10346,11,213,29,Yukon 1500 2WD/4WD FFV,2012,GMC,SUV,Ethanol (E85)
10335,45,213,29,Yukon 1500 Hybrid,2012,GMC,SUV,Hybrid Electric
10348,11,213,29,Yukon Denali 2WD/4WD FFV,2012,GMC,SUV,Ethanol (E85)
10292,11,275,29,Grand Cherokee,2012,Jeep,SUV,Ethanol (E85)
10365,45,243,29,RX 450h,2012,Lexus,SUV,Hybrid Electric
10314,11,227,29,Navigator 2WD/4WD,2012,Lincoln,SUV,Ethanol (E85)
10367,11,229,29,Tribute,2012,Mazda,SUV,Ethanol (E85)
10372,11,217,29,Armada 2WD,2012,Nissan,SUV,Ethanol (E85)
10376,45,391,29,Cayenne S Hybrid,2012,Porsche,SUV,Hybrid Electric
10384,45,221,29,Highlander Hybrid,2012,Toyota,SUV,Hybrid Electric
10382,45,221,29,Prius V,2012,Toyota,SUV,Hybrid Electric
10386,41,221,29,RAV4 EV,2012,Toyota,SUV,Electric
10380,11,221,29,Sequoia 4WD FFV,2012,Toyota,SUV,Ethanol (E85)
10302,3,247,29,MV-1,2012,Vehicle Production Group,SUV,CNG - Compressed Natural Gas
10387,11,347,29,Routan FFV,2012,Volkswagen,SUV,Ethanol (E85)
10388,45,347,29,Touareg Hybrid,2012,Volkswagen,SUV,Hybrid Electric
10101,45,211,29,Active Hybrid X6,2011,BMW,SUV,Hybrid Electric
10074,11,231,29,Escalade 2WD,2011,Cadillac,SUV,Ethanol (E85)
10145,11,231,29,Escalade AWD,2011,Cadillac,SUV,Ethanol (E85)
10146,11,231,29,Escalade ESV 2WD,2011,Cadillac,SUV,Ethanol (E85)
10147,11,231,29,Escalade ESV AWD,2011,Cadillac,SUV,Ethanol (E85)
10148,11,231,29,Escalade Ext AWD,2011,Cadillac,SUV,Ethanol (E85)
10075,45,231,29,Escalade Hybrid,2011,Cadillac,SUV,Hybrid Electric
10041,11,215,29,Avalanche 1500 4WD,2011,Chevrolet,SUV,Ethanol (E85)
10042,11,215,29,Equinox AWD,2011,Chevrolet,SUV,Ethanol (E85)
10150,11,215,29,Equinox FWD,2011,Chevrolet,SUV,Ethanol (E85)
10046,11,215,29,HHR FWD Automatic,2011,Chevrolet,SUV,Ethanol (E85)
10149,11,215,29,HHR FWD Manual,2011,Chevrolet,SUV,Ethanol (E85)
10010,11,215,29,HHR FWD Manual,2011,Chevrolet,SUV,Ethanol (E85)
10043,11,215,29,Suburban 1500 4WD,2011,Chevrolet,SUV,Ethanol (E85)
10044,11,215,29,Tahoe 1500 4WD,2011,Chevrolet,SUV,Ethanol (E85)
10076,45,215,29,Tahoe 1500 Hybrid,2011,Chevrolet,SUV,Hybrid Electric
10125,11,225,29,Durango 2WD,2011,Dodge,SUV,Ethanol (E85)
10142,11,225,29,Durango 4WD,2011,Dodge,SUV,Ethanol (E85)
10124,11,225,29,Journey,2011,Dodge,SUV,Ethanol (E85)
10011,11,219,29,Escape 4WD,2011,Ford,SUV,Ethanol (E85)
10081,45,219,29,Escape Hybrid,2011,Ford,SUV,Hybrid Electric
10012,11,219,29,Expedition 4WD,2011,Ford,SUV,Ethanol (E85)
10151,11,213,29,Terrain AWD,2011,GMC,SUV,Ethanol (E85)
10071,11,213,29,Terrain FWD,2011,GMC,SUV,Ethanol (E85)
10069,11,213,29,Yukon 1500,2011,GMC,SUV,Ethanol (E85)
10077,45,213,29,Yukon 1500 Hybrid,2011,GMC,SUV,Hybrid Electric
10152,11,275,29,Grand Cherokee 2WD,2011,Jeep,SUV,Ethanol (E85)
10050,11,275,29,Grand Cherokee 4WD,2011,Jeep,SUV,Ethanol (E85)
10055,45,243,29,RX 450h,2011,Lexus,SUV,Hybrid Electric
10181,11,227,29,Navigator 2WD,2011,Lincoln,SUV,Ethanol (E85)
10047,11,227,29,Navigator 4WD,2011,Lincoln,SUV,Ethanol (E85)
10019,45,229,29,Tribute 2WD Hybrid,2011,Mazda,SUV,Hybrid Electric
10018,11,229,29,Tribute 4WD FFV,2011,Mazda,SUV,Ethanol (E85)
10154,11,229,29,Tribute FWD FFV,2011,Mazda,SUV,Ethanol (E85)
10049,45,239,29,ML450 4Matic Hybrid,2011,Mercedes-Benz,SUV,Hybrid Electric
10080,11,233,29,Mariner,2011,Mercury,SUV,Ethanol (E85)
10086,45,233,29,Mariner Hybrid,2011,Mercury,SUV,Hybrid Electric
10156,11,217,29,Armada 2WD FFV,2011,Nissan,SUV,Ethanol (E85)
10056,11,217,29,Armada 4WD FFV,2011,Nissan,SUV,Ethanol (E85)
10065,45,221,29,Highlander Hybrid,2011,Toyota,SUV,Hybrid Electric
10062,11,221,29,Sequoia 4WD,2011,Toyota,SUV,Ethanol (E85)
10157,11,221,29,Sequoia 4WD FFV,2011,Toyota,SUV,Ethanol (E85)
10066,45,347,29,Touareg Hybrid,2011,Volkswagen,SUV,Hybrid Electric
968,11,231,29,Escalade,2010,Cadillac,SUV,Ethanol (E85)
946,45,231,29,Escalade Hybrid,2010,Cadillac,SUV,Hybrid Electric
960,11,215,29,HHR 2WD,2010,Chevrolet,SUV,Ethanol (E85)
980,11,215,29,Suburban C1500,2010,Chevrolet,SUV,Ethanol (E85)
966,11,215,29,Tahoe,2010,Chevrolet,SUV,Ethanol (E85)
937,45,215,29,Tahoe Hybrid,2010,Chevrolet,SUV,Hybrid Electric
977,11,223,29,Town & Country,2010,Chrysler,SUV,Ethanol (E85)
976,11,225,29,Grand Caravan,2010,Dodge,SUV,Ethanol (E85)
963,11,219,29,Escape,2010,Ford,SUV,Ethanol (E85)
945,45,219,29,Escape Hybrid,2010,Ford,SUV,Hybrid Electric
961,11,219,29,Expedition,2010,Ford,SUV,Ethanol (E85)
967,11,213,29,Yukon,2010,GMC,SUV,Ethanol (E85)
938,45,213,29,Yukon 1500,2010,GMC,SUV,Hybrid Electric
930,45,243,29,RX 450h,2010,Lexus,SUV,Hybrid Electric
970,11,227,29,Navigator,2010,Lincoln,SUV,Ethanol (E85)
969,11,229,29,Tribute,2010,Mazda,SUV,Ethanol (E85)
947,45,229,29,Tribute Hybrid,2010,Mazda,SUV,Hybrid Electric
964,11,233,29,Mariner,2010,Mercury,SUV,Ethanol (E85)
949,45,233,29,Mariner Hybrid,2010,Mercury,SUV,Hybrid Electric
974,11,217,29,Armada,2010,Nissan,SUV,Ethanol (E85)
948,45,221,29,Highlander,2010,Toyota,SUV,Hybrid Electric
975,11,221,29,Sequoia,2010,Toyota,SUV,Ethanol (E85)
923,3,247,29,MV-1,2010,Vehicle Production Group,SUV,CNG - Compressed Natural Gas
888,11,231,29,Escalade FFV,2009,Cadillac,SUV,Ethanol (E85)
890,45,231,29,Escalade Hybrid,2009,Cadillac,SUV,Hybrid Electric
867,11,215,29,HHR FFV,2009,Chevrolet,SUV,Ethanol (E85)
872,11,215,29,Suburban FFV,2009,Chevrolet,SUV,Ethanol (E85)
885,45,215,29,Tahoe 1500 Hybrid,2009,Chevrolet,SUV,Hybrid Electric
870,11,215,29,Tahoe FFV,2009,Chevrolet,SUV,Ethanol (E85)
845,11,223,29,Aspen FFV,2009,Chrysler,SUV,Ethanol (E85)
